time;W-power.real.c.ELECTRICITY;W-power.plan.real.c.ELECTRICITY;Wh-energy.soc;W-power.real.secondary
513480;86.0;-4.540972588675686;1306.8500000000047;0
513540;86.0;-4.540972588675686;1308.283333333338;0
513600;86.0;-4.540972588675686;1309.7166666666715;0
513660;86.0;-4.540972588675686;1311.1500000000049;0
513720;86.0;-4.540972588675686;1312.5833333333383;0
513780;86.0;-4.540972588675686;1314.0166666666717;0
513840;34.0;-4.540972588675686;1315.450000000005;0
513900;-950.0;-954.1695894703926;1316.0166666666717;0
513960;-950.0;-954.1695894703926;1300.1833333333384;0
514020;-950.0;-954.1695894703926;1284.3500000000051;0
514080;-950.0;-954.1695894703926;1268.5166666666719;0
514140;-950.0;-954.1695894703926;1252.6833333333386;0
514200;-950.0;-954.1695894703926;1236.8500000000054;0
514260;-950.0;-954.1695894703926;1221.016666666672;0
514320;-950.0;-954.1695894703926;1205.1833333333389;0
514380;-950.0;-954.1695894703926;1189.3500000000056;0
514440;-950.0;-954.1695894703926;1173.5166666666723;0
514500;-950.0;-954.1695894703926;1157.683333333339;0
514560;-950.0;-954.1695894703926;1141.8500000000058;0
514620;-950.0;-954.1695894703926;1126.0166666666726;0
514680;-898.0;-954.1695894703926;1110.1833333333393;0
514740;-898.0;-954.1695894703926;1095.2166666666726;0
514800;1102.0;1059.427883369931;1080.250000000006;0
514860;1102.0;1059.427883369931;1098.6166666666725;0
514920;1102.0;1059.427883369931;1116.983333333339;0
514980;1102.0;1059.427883369931;1135.3500000000056;0
515040;1102.0;1059.427883369931;1153.7166666666722;0
515100;1102.0;1059.427883369931;1172.0833333333387;0
515160;1102.0;1059.427883369931;1190.4500000000053;0
515220;1102.0;1059.427883369931;1208.8166666666718;0
515280;1102.0;1059.427883369931;1227.1833333333384;0
515340;1102.0;1059.427883369931;1245.550000000005;0
515400;1102.0;1059.427883369931;1263.9166666666715;0
515460;1102.0;1059.427883369931;1282.283333333338;0
515520;1102.0;1059.427883369931;1300.6500000000046;0
515580;1102.0;1059.427883369931;1319.0166666666712;0
515640;1102.0;1059.427883369931;1337.3833333333378;0
515700;141.0;87.63652722504776;1355.7500000000043;0
515760;141.0;87.63652722504776;1358.1000000000042;0
515820;141.0;87.63652722504776;1360.4500000000041;0
515880;141.0;87.63652722504776;1362.800000000004;0
515940;141.0;87.63652722504776;1365.150000000004;0
516000;90.0;87.63652722504776;1367.5000000000039;0
516060;90.0;87.63652722504776;1369.0000000000039;0
516120;90.0;87.63652722504776;1370.5000000000039;0
516180;90.0;87.63652722504776;1372.0000000000039;0
516240;90.0;87.63652722504776;1373.5000000000039;0
516300;90.0;87.63652722504776;1375.0000000000039;0
516360;90.0;87.63652722504776;1376.5000000000039;0
516420;90.0;87.63652722504776;1378.0000000000039;0
516480;90.0;87.63652722504776;1379.5000000000039;0
516540;90.0;87.63652722504776;1381.0000000000039;0
516600;-1035.0;-1017.3285253609783;1382.5000000000039;0
