time;SmartMeter-House-8: W-power.real.c.ELECTRICITY;Battery-House-8: W-power.real.c.ELECTRICITY;Battery-House-8: Wh-energy.soc;DishWasher-House-8: W-power.real.c.ELECTRICITY;DomesticHotWaterControllerBoiler-House-8: W-power.real.c.ELECTRICITY;DomesticHotWaterControllerBoiler-House-8: Wh-energy.soc;Load-House-8: W-power.real.c.ELECTRICITY;HeatPump-House-8: W-power.real.c.ELECTRICITY;HeatPump-House-8: Wh-energy.soc;PV-House-8: W-power.real.c.ELECTRICITY;WashingMachine-House-8: W-power.real.c.ELECTRICITY
484680;1598.0;100;12000;0.0;0.0;0.0;140.0;823.9501928984189;45699.79521910068;-139.67251419257315;0.0
484740;1598.0;-100;0;0.0;0.0;0.0;140.0;823.9501928984189;45754.72523196057;-140.61496417850645;0.0
484800;1598.0;100;12000;0.0;0.0;0.0;140.0;823.9501928984189;45809.65524482046;-141.55799810797674;0.0
484860;1598.0;-100;0;0.0;0.0;0.0;140.0;823.9501928984189;45864.58525768035;-142.50162845673074;0.0
484920;1598.0;100;12000;0.0;0.0;0.0;140.0;823.9501928984189;45919.51527054024;-143.44586810501727;0.0
484980;1598.0;-100;0;0.0;0.0;0.0;140.0;823.9501928984189;45974.445283400135;-144.39073035320584;0.0
485040;1598.0;100;12000;0.0;0.0;0.0;140.0;823.9501928984189;46029.37529626003;-145.33622893810522;0.0
485100;1687.0;-100;0;0.0;0.0;0.0;140.0;944.3570598249646;46084.30530911992;-146.2823780500212;0.0
485160;1687.0;100;12000;0.0;0.0;0.0;140.0;944.3570598249646;46147.262446441586;-147.22919235058828;0.0
485220;1687.0;-100;0;0.0;0.0;0.0;140.0;944.3570598249646;46210.21958376325;-148.17668699134686;0.0
485280;1832.0;100;12000;0.0;0.0;0.0;140.0;1125.0;46273.17672108492;-149.1248776335307;0.0
485340;1832.0;-100;0;0.0;0.0;0.0;140.0;1125.0;46273.17672108492;-150.07378046805476;0.0
485400;1832.0;100;12000;0.0;0.0;0.0;140.0;1125.0;46273.17672108492;-151.02341223715328;0.0
485460;1832.0;-100;0;0.0;0.0;0.0;140.0;1125.0;46273.17672108492;-151.97379025667107;0.0
485520;1832.0;100;12000;0.0;0.0;0.0;140.0;1125.0;46273.17672108492;-152.924932439478;0.0
485580;1832.0;-100;0;0.0;0.0;0.0;140.0;1125.0;46273.17672108492;-153.87685731999605;0.0
485640;1832.0;100;12000;0.0;0.0;0.0;140.0;1125.0;46273.17672108492;-154.82958407989742;0.0
485700;1832.0;-100;0;0.0;0.0;0.0;140.0;1125.0;46273.17672108492;-155.7831325750402;0.0
485760;1832.0;100;12000;0.0;0.0;0.0;243.0;1125.0;46273.17672108492;-156.7375233637056;0.0
485820;1832.0;-100;0;0.0;0.0;0.0;243.0;1125.0;46273.17672108492;-157.6927777362136;0.0
485880;1832.0;100;12000;0.0;0.0;0.0;243.0;1125.0;46273.17672108492;-158.64891774599113;0.0
485940;1832.0;-100;0;0.0;0.0;0.0;243.0;1125.0;46273.17672108492;-159.60596624208142;0.0
486000;973.0;100;12000;0.0;0.0;0.0;243.0;1125.0;46273.17672108492;-160.56394690373773;0.0
486060;973.0;-100;0;0.0;0.0;0.0;243.0;1125.0;46273.17672108492;-161.52288427581277;0.0
486120;973.0;100;12000;0.0;0.0;0.0;243.0;1125.0;46273.17672108492;-162.4828038068754;0.0
486180;973.0;-100;0;0.0;0.0;0.0;243.0;1125.0;46273.17672108492;-163.44373188878805;0.0
486240;973.0;100;12000;0.0;0.0;0.0;243.0;1125.0;46273.17672108492;-164.40569589840746;0.0
486300;973.0;-100;0;0.0;0.0;0.0;243.0;1125.0;46273.17672108492;-165.36872424143164;0.0
486360;973.0;100;12000;0.0;0.0;0.0;243.0;1125.0;46273.17672108492;-166.3328463985253;0.0
486420;973.0;-100;0;0.0;0.0;0.0;243.0;1125.0;46273.17672108492;-167.29809297385503;0.0
486480;973.0;100;12000;0.0;0.0;0.0;243.0;1125.0;46273.17672108492;-168.26449574618374;0.0
486540;973.0;-100;0;0.0;0.0;0.0;192.0;1125.0;46273.17672108492;-169.2320877226731;0.0
486600;973.0;100;12000;0.0;0.0;0.0;140.0;1125.0;46273.17672108492;-170.20090319544983;0.0
486660;973.0;-100;0;0.0;0.0;0.0;140.0;1125.0;46273.17672108492;-171.17097780181348;0.0
486720;973.0;100;12000;0.0;0.0;0.0;140.0;1125.0;46273.17672108492;-172.14234858651216;0.0
486780;973.0;-100;0;0.0;0.0;0.0;140.0;1125.0;46273.17672108492;-173.11505406863645;0.0
486840;973.0;100;12000;0.0;0.0;0.0;140.0;1125.0;46273.17672108492;-174.08913431159402;0.0
486900;1041.0;-100;0;0.0;0.0;0.0;140.0;1125.0;46273.17672108492;-175.0646309970975;0.0
486960;1041.0;100;12000;0.0;0.0;0.0;140.0;1125.0;46273.17672108492;-176.04158750329472;0.0
487020;1041.0;-100;0;0.0;0.0;0.0;140.0;1125.0;46273.17672108492;-177.0200489873181;0.0
487080;1041.0;100;12000;0.0;0.0;0.0;140.0;1125.0;46273.17672108492;-178.00006247252685;0.0
487140;1041.0;-100;0;0.0;0.0;0.0;140.0;1125.0;46273.17672108492;-178.98167694076747;0.0
487200;1041.0;100;12000;0.0;0.0;0.0;140.0;1125.0;46273.17672108492;-179.96494342996596;0.0
487260;1041.0;-100;0;0.0;0.0;0.0;140.0;1125.0;46273.17672108492;-180.94991513726612;0.0
487320;1041.0;100;12000;0.0;0.0;0.0;140.0;1125.0;46273.17672108492;-181.9366475290229;0.0
487380;1041.0;-100;0;0.0;0.0;0.0;140.0;1125.0;46273.17672108492;-182.92519845574213;0.0
487440;1041.0;100;12000;0.0;0.0;0.0;140.0;1125.0;46273.17672108492;-183.91562827549842;0.0
487500;1041.0;-100;0;0.0;0.0;0.0;140.0;1125.0;46273.17672108492;-184.90799998400095;0.0
487560;1041.0;100;12000;0.0;0.0;0.0;140.0;1125.0;46273.17672108492;-185.90237935274374;0.0
487620;1041.0;-100;0;0.0;0.0;0.0;140.0;1125.0;46273.17672108492;-186.8988350756522;0.0
487680;1041.0;100;12000;0.0;0.0;0.0;140.0;1125.0;46273.17672108492;-187.8974389248141;0.0
487740;1041.0;-100;0;0.0;0.0;0.0;140.0;1125.0;46273.17672108492;-188.8982659159596;0.0
487800;1637.0;100;12000;0.0;0.0;0.0;140.0;1125.0;46273.17672108492;-189.90139448438242;0.0
487860;1637.0;-100;0;0.0;0.0;0.0;140.0;1125.0;46273.17672108492;-187.6486128406524;0.0
487920;1637.0;100;12000;0.0;0.0;0.0;140.0;1125.0;46273.17672108492;-185.39639267292372;0.0
487980;1637.0;-100;0;0.0;0.0;0.0;140.0;1125.0;46273.17672108492;-183.14472839715617;0.0
488040;1637.0;100;12000;0.0;0.0;0.0;140.0;1125.0;46273.17672108492;-180.89361433997792;0.0
