time;SmartMeter-House-8: W-power.real.c.ELECTRICITY;SmartMeter-House-8: Wh-energy.c.ELECTRICITY;Load-House-8: W-power.real.c.ELECTRICITY;Load-House-8: W-power.plan.real.c.ELECTRICITY;WashingMachine-House-8: W-power.real.c.ELECTRICITY;Dishwasher-House-8: W-power.real.c.ELECTRICITY;Battery-House-8: W-power.real.c.ELECTRICITY;Battery-House-8: W-power.plan.real.c.ELECTRICITY;Battery-House-8: Wh-energy.soc;Battery-House-8: W-power.real.secondary;Heatpump-House-8: W-power.real.c.ELECTRICITY;Heatpump-House-8: W-power.plan.real.c.ELECTRICITY;Heatpump-House-8: W-power.real.c.HEAT;Heatpump-House-8: W-power.plan.real.c.HEAT;Heatpump-House-8: W-heat.supply.dhwtaps;Heatpump-House-8: W-heat.supply.zones;Heatpump-House-8: W-heat.production;Heatpump-House-8: Wh-energy.soc;DomesticHotWaterControllerBoiler-House-8: W-power.real.c.ELECTRICITY;DomesticHotWaterControllerBoiler-House-8: W-power.plan.real.c.ELECTRICITY;DomesticHotWaterControllerBoiler-House-8: W-power.real.c.HEAT;DomesticHotWaterControllerBoiler-House-8: W-power.plan.real.c.HEAT;DomesticHotWaterControllerBoiler-House-8: W-heat.supply.dhwtaps;DomesticHotWaterControllerBoiler-House-8: W-heat.supply.zones;DomesticHotWaterControllerBoiler-House-8: W-heat.production;DomesticHotWaterControllerBoiler-House-8: Wh-energy.soc;PV-House-8: W-power.real.c.ELECTRICITY;PV-House-8: W-power.plan.real.c.ELECTRICITY
48840;1275.0;21.25;325.0;318.6354166666667;0.0;0.0;473.0;486.0070608879605;3044.9833333333363;0;705.1480089624716;705.1480089624716;-4500.0;2820.5920358498865;0.0;-4500.0;2820.5920358498865;10105.971137048198;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-227.87404673354177;-233.9452319208973
48900;1275.0;21.25;325.0;318.6354166666667;0.0;0.0;472.0;486.0070608879605;3052.8666666666695;0;705.1480089624716;705.1480089624716;-4500.0;2820.5920358498865;0.0;-4500.0;2820.5920358498865;10077.981004312363;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-226.35762838423628;-233.9452319208973
48960;1275.0;21.25;428.0;318.6354166666667;0.0;0.0;367.0;486.0070608879605;3060.7333333333363;0;705.1480089624716;705.1480089624716;-4500.0;2820.5920358498865;0.0;-4500.0;2820.5920358498865;10049.990871576529;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-224.84175178505978;-233.9452319208973
49020;1275.0;21.25;347.0;318.6354166666667;0.0;0.0;447.0;486.0070608879605;3066.850000000003;0;705.1480089624716;705.1480089624716;-4500.0;2820.5920358498865;0.0;-4500.0;2820.5920358498865;10022.000738840694;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-223.32641234891418;-233.9452319208973
49080;1275.0;21.25;347.0;318.6354166666667;0.0;0.0;445.0;486.0070608879605;3074.300000000003;0;705.1480089624716;705.1480089624716;-4500.0;2820.5920358498865;0.0;-4500.0;2820.5920358498865;9994.01060610486;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-221.81160555957433;-233.9452319208973
49140;1275.0;21.25;347.0;318.6354166666667;0.0;0.0;444.0;486.0070608879605;3081.7166666666694;0;705.1480089624716;705.1480089624716;-4500.0;2820.5920358498865;0.0;-4500.0;2820.5920358498865;9966.020473369024;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-220.29732697053777;-233.9452319208973
49200;1275.0;21.25;347.0;318.6354166666667;0.0;0.0;442.0;486.0070608879605;3089.1166666666695;0;705.1480089624716;705.1480089624716;-4500.0;2820.5920358498865;0.0;-4500.0;2820.5920358498865;9938.03034063319;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-218.7835722037815;-233.9452319208973
49260;1275.0;21.25;347.0;318.6354166666667;0.0;0.0;441.0;486.0070608879605;3096.4833333333363;0;705.1480089624716;705.1480089624716;-4500.0;2820.5920358498865;0.0;-4500.0;2820.5920358498865;9910.040207897355;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-217.27033694911725;-233.9452319208973
49320;1275.0;21.25;347.0;318.6354166666667;0.0;0.0;439.0;486.0070608879605;3103.833333333336;0;705.1480089624716;705.1480089624716;-4500.0;2820.5920358498865;0.0;-4500.0;2820.5920358498865;9882.05007516152;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-215.75761696241366;-233.9452319208973
49380;1275.0;21.25;347.0;318.6354166666667;0.0;0.0;438.0;486.0070608879605;3111.150000000003;0;705.1480089624716;705.1480089624716;-4500.0;2820.5920358498865;0.0;-4500.0;2820.5920358498865;9854.059942425685;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-214.2454080649929;-233.9452319208973
49440;1275.0;21.25;347.0;318.6354166666667;0.0;0.0;436.0;486.0070608879605;3118.450000000003;0;705.1480089624716;705.1480089624716;-4500.0;2820.5920358498865;0.0;-4500.0;2820.5920358498865;9826.06980968985;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-212.7337061424733;-233.9452319208973
49500;1267.0;21.116666666666667;347.0;253.5229166666667;0.0;0.0;404.0;497.49135955417205;3125.71666666667;0;727.9982526176697;727.9982526176697;-4500.0;2911.9930104706787;0.0;-4500.0;2911.9930104706787;9798.079676954016;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-211.22250714374297;-211.22250714374297
49560;1267.0;21.116666666666667;347.0;253.5229166666667;0.0;0.0;402.0;497.49135955417205;3132.450000000003;0;727.9982526176697;727.9982526176697;-4500.0;2911.9930104706787;0.0;-4500.0;2911.9930104706787;9771.612893795194;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-209.7118070799541;-211.22250714374297
49620;1267.0;21.116666666666667;347.0;253.5229166666667;0.0;0.0;401.0;497.49135955417205;3139.150000000003;0;727.9982526176697;727.9982526176697;-4500.0;2911.9930104706787;0.0;-4500.0;2911.9930104706787;9745.146110636373;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-208.2016020235384;-211.22250714374297
49680;1267.0;21.116666666666667;347.0;253.5229166666667;0.0;0.0;399.0;497.49135955417205;3145.833333333336;0;727.9982526176697;727.9982526176697;-4500.0;2911.9930104706787;0.0;-4500.0;2911.9930104706787;9718.679327477552;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-206.69188810723804;-211.22250714374297
49740;1267.0;21.116666666666667;296.0;253.5229166666667;0.0;0.0;449.0;497.49135955417205;3152.4833333333363;0;727.9982526176697;727.9982526176697;-4500.0;2911.9930104706787;0.0;-4500.0;2911.9930104706787;9692.21254431873;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-205.18266152315653;-211.22250714374297
49800;1267.0;21.116666666666667;244.0;253.5229166666667;0.0;0.0;499.0;497.49135955417205;3159.9666666666694;0;727.9982526176697;727.9982526176697;-4500.0;2911.9930104706787;0.0;-4500.0;2911.9930104706787;9665.74576115991;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-203.67391852182632;-211.22250714374297
49860;1267.0;21.116666666666667;244.0;253.5229166666667;0.0;0.0;498.0;497.49135955417205;3168.283333333336;0;727.9982526176697;727.9982526176697;-4500.0;2911.9930104706787;0.0;-4500.0;2911.9930104706787;9639.278978001088;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-202.1656554111938;-211.22250714374297
49920;1267.0;21.116666666666667;244.0;253.5229166666667;0.0;0.0;496.0;497.49135955417205;3176.583333333336;0;727.9982526176697;727.9982526176697;-4500.0;2911.9930104706787;0.0;-4500.0;2911.9930104706787;9612.812194842267;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-200.6578685561337;-211.22250714374297
49980;1267.0;21.116666666666667;244.0;253.5229166666667;0.0;0.0;495.0;497.49135955417205;3184.850000000003;0;727.9982526176697;727.9982526176697;-4500.0;2911.9930104706787;0.0;-4500.0;2911.9930104706787;9586.345411683445;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-199.15055437694957;-211.22250714374297
50040;1267.0;21.116666666666667;244.0;253.5229166666667;0.0;0.0;493.0;497.49135955417205;3193.100000000003;0;727.9982526176697;727.9982526176697;-4500.0;2911.9930104706787;0.0;-4500.0;2911.9930104706787;9559.878628524624;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-197.64370934892574;-211.22250714374297
50100;1262.0;21.033333333333335;244.0;253.5229166666667;0.0;0.0;487.0;481.34667842978524;3201.31666666667;0;727.9982526176697;727.9982526176697;-4500.0;2911.9930104706787;0.0;-4500.0;2911.9930104706787;9533.411845365803;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-196.13733000137782;-211.22250714374297
50160;1262.0;21.033333333333335;244.0;253.5229166666667;0.0;0.0;485.0;481.34667842978524;3209.4333333333366;0;727.9982526176697;727.9982526176697;-4500.0;2911.9930104706787;0.0;-4500.0;2911.9930104706787;9506.945062206982;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-194.6314129168232;-211.22250714374297
50220;1262.0;21.033333333333335;244.0;253.5229166666667;0.0;0.0;484.0;481.34667842978524;3217.51666666667;0;727.9982526176697;727.9982526176697;-4500.0;2911.9930104706787;0.0;-4500.0;2911.9930104706787;9480.47827904816;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-193.1259547301689;-211.22250714374297
50280;1262.0;21.033333333333335;244.0;253.5229166666667;0.0;0.0;482.0;481.34667842978524;3225.5833333333367;0;727.9982526176697;727.9982526176697;-4500.0;2911.9930104706787;0.0;-4500.0;2911.9930104706787;9454.01149588934;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-191.62095212791405;-211.22250714374297
50340;1262.0;21.033333333333335;244.0;253.5229166666667;0.0;0.0;481.0;481.34667842978524;3233.61666666667;0;727.9982526176697;727.9982526176697;-4500.0;2911.9930104706787;0.0;-4500.0;2911.9930104706787;9427.544712730518;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-190.1164018473704;-211.22250714374297
50400;1225.0;20.416666666666668;244.0;238.16458333333335;0.0;0.0;463.0;469.0403325452189;3241.633333333337;0;707.378219904289;707.378219904289;-4500.0;2829.512879617156;0.0;-4500.0;2829.512879617156;9401.077929571697;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-188.61230067589793;-188.61230067589793
50460;1225.0;20.416666666666668;244.0;238.16458333333335;0.0;0.0;461.0;469.0403325452189;3249.3500000000035;0;707.378219904289;707.378219904289;-4500.0;2829.512879617156;0.0;-4500.0;2829.512879617156;9373.236477565315;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-187.10864545015744;-188.61230067589793
50520;1225.0;20.416666666666668;244.0;238.16458333333335;0.0;0.0;460.0;469.0403325452189;3257.033333333337;0;707.378219904289;707.378219904289;-4500.0;2829.512879617156;0.0;-4500.0;2829.512879617156;9345.395025558933;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-185.60543305528668;-188.61230067589793
50580;1225.0;20.416666666666668;244.0;238.16458333333335;0.0;0.0;458.0;469.0403325452189;3264.7000000000035;0;707.378219904289;707.378219904289;-4500.0;2829.512879617156;0.0;-4500.0;2829.512879617156;9317.553573552552;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-184.1026604245537;-188.61230067589793
50640;1225.0;20.416666666666668;244.0;238.16458333333335;0.0;0.0;457.0;469.0403325452189;3272.3333333333367;0;707.378219904289;707.378219904289;-4500.0;2829.512879617156;0.0;-4500.0;2829.512879617156;9289.71212154617;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-182.6003245381039;-188.61230067589793
50700;1225.0;20.416666666666668;244.0;238.16458333333335;0.0;0.0;455.0;469.0403325452189;3279.9500000000035;0;707.378219904289;707.378219904289;-4500.0;2829.512879617156;0.0;-4500.0;2829.512879617156;9261.870669539789;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-181.09842242264676;-188.61230067589793
50760;1225.0;20.416666666666668;244.0;238.16458333333335;0.0;0.0;454.0;469.0403325452189;3287.533333333337;0;707.378219904289;707.378219904289;-4500.0;2829.512879617156;0.0;-4500.0;2829.512879617156;9234.029217533407;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-179.596951150698;-188.61230067589793
50820;1225.0;20.416666666666668;244.0;238.16458333333335;0.0;0.0;452.0;469.0403325452189;3295.1000000000035;0;707.378219904289;707.378219904289;-4500.0;2829.512879617156;0.0;-4500.0;2829.512879617156;9206.187765527025;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-178.09590783992965;-188.61230067589793
50880;1121.0;18.683333333333334;140.0;238.16458333333335;0.0;0.0;675.0;469.0403325452189;3302.633333333337;0;482.848950793878;482.848950793878;0.0;1931.395803175512;0.0;0.0;1931.395803175512;9178.346313520644;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-176.59528965253813;-188.61230067589793
50940;1121.0;18.683333333333334;140.0;238.16458333333335;0.0;0.0;674.0;469.0403325452189;3313.883333333337;0;482.848950793878;482.848950793878;0.0;1931.395803175512;0.0;0.0;1931.395803175512;9210.53624357357;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-175.0950937946278;-188.61230067589793
51000;1121.0;18.683333333333334;140.0;238.16458333333335;0.0;0.0;672.0;469.0403325452189;3325.11666666667;0;482.848950793878;482.848950793878;0.0;1931.395803175512;0.0;0.0;1931.395803175512;9242.726173626495;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-173.59531751561397;-188.61230067589793
51060;1121.0;18.683333333333334;140.0;238.16458333333335;0.0;0.0;671.0;469.0403325452189;3336.31666666667;0;482.848950793878;482.848950793878;0.0;1931.395803175512;0.0;0.0;1931.395803175512;9274.916103679421;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-172.09595810764293;-188.61230067589793
51120;1121.0;18.683333333333334;140.0;238.16458333333335;0.0;0.0;669.0;469.0403325452189;3347.500000000003;0;482.848950793878;482.848950793878;0.0;1931.395803175512;0.0;0.0;1931.395803175512;9307.106033732347;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-170.5970129050283;-188.61230067589793
51180;1121.0;18.683333333333334;140.0;238.16458333333335;0.0;0.0;668.0;469.0403325452189;3358.6500000000033;0;482.848950793878;482.848950793878;0.0;1931.395803175512;0.0;0.0;1931.395803175512;9339.295963785273;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-169.09847928370965;-188.61230067589793
51240;1121.0;18.683333333333334;140.0;238.16458333333335;0.0;0.0;666.0;469.0403325452189;3369.7833333333365;0;482.848950793878;482.848950793878;0.0;1931.395803175512;0.0;0.0;1931.395803175512;9371.485893838199;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-167.60035466064537;-188.61230067589793
51300;777.0;12.95;140.0;236.33958333333334;0.0;0.0;498.0;401.3106365485437;3380.8833333333364;0;305.64847063857087;305.64847063857087;0.0;1222.5938825542835;0.0;0.0;1222.5938825542835;9403.675823891124;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-166.10263649363142;-166.10263649363142
51360;777.0;12.95;140.0;236.33958333333334;0.0;0.0;496.0;401.3106365485437;3389.1833333333366;0;305.64847063857087;305.64847063857087;0.0;1222.5938825542835;0.0;0.0;1222.5938825542835;9424.052388600363;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-164.60532228032977;-166.10263649363142
51420;777.0;12.95;140.0;236.33958333333334;0.0;0.0;495.0;401.3106365485437;3397.4500000000035;0;305.64847063857087;305.64847063857087;0.0;1222.5938825542835;0.0;0.0;1222.5938825542835;9444.428953309602;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-163.1084095581283;-166.10263649363142
51480;777.0;12.95;140.0;236.33958333333334;0.0;0.0;493.0;401.3106365485437;3405.7000000000035;0;305.64847063857087;305.64847063857087;0.0;1222.5938825542835;0.0;0.0;1222.5938825542835;9464.80551801884;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-161.61189590361553;-166.10263649363142
51540;777.0;12.95;140.0;236.33958333333334;0.0;0.0;492.0;401.3106365485437;3413.91666666667;0;305.64847063857087;305.64847063857087;0.0;1222.5938825542835;0.0;0.0;1222.5938825542835;9485.182082728079;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-160.11577893215866;-166.10263649363142
51600;777.0;12.95;140.0;236.33958333333334;0.0;0.0;490.0;401.3106365485437;3422.11666666667;0;305.64847063857087;305.64847063857087;0.0;1222.5938825542835;0.0;0.0;1222.5938825542835;9505.558647437318;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-158.62005629750496;-166.10263649363142
51660;777.0;12.95;140.0;236.33958333333334;0.0;0.0;489.0;401.3106365485437;3430.2833333333365;0;305.64847063857087;305.64847063857087;0.0;1222.5938825542835;0.0;0.0;1222.5938825542835;9525.935212146556;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-157.1247256914052;-166.10263649363142
51720;777.0;12.95;140.0;236.33958333333334;0.0;0.0;487.0;401.3106365485437;3438.4333333333366;0;305.64847063857087;305.64847063857087;0.0;1222.5938825542835;0.0;0.0;1222.5938825542835;9546.311776855795;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-155.62978484326098;-166.10263649363142
51780;777.0;12.95;140.0;236.33958333333334;0.0;0.0;486.0;401.3106365485437;3446.5500000000034;0;305.64847063857087;305.64847063857087;0.0;1222.5938825542835;0.0;0.0;1222.5938825542835;9566.688341565034;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-154.13523151980039;-166.10263649363142
51840;777.0;12.95;140.0;236.33958333333334;0.0;0.0;484.0;401.3106365485437;3454.6500000000033;0;305.64847063857087;305.64847063857087;0.0;1222.5938825542835;0.0;0.0;1222.5938825542835;9587.064906274272;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-152.6410635247755;-166.10263649363142
51900;777.0;12.95;140.0;236.33958333333334;0.0;0.0;483.0;401.3106365485437;3462.71666666667;0;305.64847063857087;305.64847063857087;0.0;1222.5938825542835;0.0;0.0;1222.5938825542835;9607.441470983511;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-151.14727869861883;-166.10263649363142
51960;777.0;12.95;140.0;236.33958333333334;0.0;0.0;482.0;401.3106365485437;3470.76666666667;0;305.64847063857087;305.64847063857087;0.0;1222.5938825542835;0.0;0.0;1222.5938825542835;9627.81803569275;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-149.6538749184848;-166.10263649363142
52020;777.0;12.95;140.0;236.33958333333334;0.0;0.0;480.0;401.3106365485437;3478.8000000000034;0;305.64847063857087;305.64847063857087;0.0;1222.5938825542835;0.0;0.0;1222.5938825542835;9648.194600401988;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-148.16085009760386;-166.10263649363142
52080;777.0;12.95;192.0;236.33958333333334;0.0;0.0;427.0;401.3106365485437;3486.8000000000034;0;305.64847063857087;305.64847063857087;0.0;1222.5938825542835;0.0;0.0;1222.5938825542835;9668.571165111227;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-146.6682021853863;-166.10263649363142
52140;777.0;12.95;192.0;236.33958333333334;0.0;0.0;425.0;401.3106365485437;3493.91666666667;0;305.64847063857087;305.64847063857087;0.0;1222.5938825542835;0.0;0.0;1222.5938825542835;9688.947729820466;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-145.17592916719835;-166.10263649363142
52200;476.0;7.933333333333334;192.0;256.3208333333333;0.0;0.0;339.0;275.61248698408053;3501.0000000000036;0;88.72927491529308;88.72927491529308;0.0;354.9170996611723;0.0;0.0;354.9170996611723;9709.324294529704;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-143.68402906424475;-143.68402906424475
52260;476.0;7.933333333333334;192.0;256.3208333333333;0.0;0.0;339.0;275.61248698408053;3506.6500000000037;0;88.72927491529308;88.72927491529308;0.0;354.9170996611723;0.0;0.0;354.9170996611723;9715.239579524057;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-143.31852130582064;-143.68402906424475
52320;476.0;7.933333333333334;243.0;256.3208333333333;0.0;0.0;288.0;275.61248698408053;3512.300000000004;0;88.72927491529308;88.72927491529308;0.0;354.9170996611723;0.0;0.0;354.9170996611723;9721.15486451841;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-142.95315419112964;-143.68402906424475
52380;476.0;7.933333333333334;243.0;256.3208333333333;0.0;0.0;287.0;275.61248698408053;3517.100000000004;0;88.72927491529308;88.72927491529308;0.0;354.9170996611723;0.0;0.0;354.9170996611723;9727.070149512763;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-142.58792945623046;-143.68402906424475
52440;476.0;7.933333333333334;243.0;256.3208333333333;0.0;0.0;287.0;275.61248698408053;3521.8833333333373;0;88.72927491529308;88.72927491529308;0.0;354.9170996611723;0.0;0.0;354.9170996611723;9732.985434507116;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-142.22284890575267;-143.68402906424475
52500;476.0;7.933333333333334;243.0;256.3208333333333;0.0;0.0;287.0;275.61248698408053;3526.6666666666706;0;88.72927491529308;88.72927491529308;0.0;354.9170996611723;0.0;0.0;354.9170996611723;9738.90071950147;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-141.8579144150768;-143.68402906424475
52560;476.0;7.933333333333334;243.0;256.3208333333333;0.0;0.0;286.0;275.61248698408053;3531.450000000004;0;88.72927491529308;88.72927491529308;0.0;354.9170996611723;0.0;0.0;354.9170996611723;9744.816004495822;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-141.49312793254188;-143.68402906424475
52620;476.0;7.933333333333334;243.0;256.3208333333333;0.0;0.0;286.0;275.61248698408053;3536.216666666671;0;88.72927491529308;88.72927491529308;0.0;354.9170996611723;0.0;0.0;354.9170996611723;9750.731289490175;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-141.12849148209943;-143.68402906424475
52680;476.0;7.933333333333334;243.0;256.3208333333333;0.0;0.0;286.0;275.61248698408053;3540.9833333333377;0;88.72927491529308;88.72927491529308;0.0;354.9170996611723;0.0;0.0;354.9170996611723;9756.646574484528;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-140.76400716538785;-143.68402906424475
52740;476.0;7.933333333333334;243.0;256.3208333333333;0.0;0.0;285.0;275.61248698408053;3545.7500000000045;0;88.72927491529308;88.72927491529308;0.0;354.9170996611723;0.0;0.0;354.9170996611723;9762.561859478881;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-140.39967716460617;-143.68402906424475
52800;476.0;7.933333333333334;243.0;256.3208333333333;0.0;0.0;285.0;275.61248698408053;3550.5000000000045;0;88.72927491529308;88.72927491529308;0.0;354.9170996611723;0.0;0.0;354.9170996611723;9768.477144473234;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-140.03550374516385;-143.68402906424475
52860;476.0;7.933333333333334;243.0;256.3208333333333;0.0;0.0;284.0;275.61248698408053;3555.2500000000045;0;88.72927491529308;88.72927491529308;0.0;354.9170996611723;0.0;0.0;354.9170996611723;9774.392429467587;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-139.67148925852155;-143.68402906424475
52920;476.0;7.933333333333334;191.0;256.3208333333333;0.0;0.0;336.0;275.61248698408053;3559.9833333333377;0;88.72927491529308;88.72927491529308;0.0;354.9170996611723;0.0;0.0;354.9170996611723;9780.30771446194;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-139.3076361451671;-143.68402906424475
52980;476.0;7.933333333333334;191.0;256.3208333333333;0.0;0.0;336.0;275.61248698408053;3565.5833333333376;0;88.72927491529308;88.72927491529308;0.0;354.9170996611723;0.0;0.0;354.9170996611723;9786.222999456293;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-138.94394693772406;-143.68402906424475
53040;476.0;7.933333333333334;191.0;256.3208333333333;0.0;0.0;335.0;275.61248698408053;3571.1833333333375;0;88.72927491529308;88.72927491529308;0.0;354.9170996611723;0.0;0.0;354.9170996611723;9792.138284450646;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-138.58042426421056;-143.68402906424475
53100;872.0;14.533333333333333;140.0;226.04375000000002;0.0;0.0;514.0;427.796402071981;3576.766666666671;0;357.06201547818137;357.06201547818137;0.0;1428.2480619127255;0.0;0.0;1428.2480619127255;9798.053569444999;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-138.21707085144706;-138.21707085144706
53160;882.0;14.7;140.0;226.04375000000002;0.0;0.0;513.0;427.796402071981;3585.3333333333376;0;367.2992408991223;367.2992408991223;-4500.0;1469.1969635964892;0.0;-4500.0;1469.1969635964892;9821.85770381021;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-137.85388952862664;-138.21707085144706
53220;882.0;14.7;140.0;226.04375000000002;0.0;0.0;513.0;427.796402071981;3593.8833333333378;0;367.2992408991223;367.2992408991223;-4500.0;1469.1969635964892;0.0;-4500.0;1469.1969635964892;9771.344319870152;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-137.4908832309828;-138.21707085144706
53280;882.0;14.7;140.0;226.04375000000002;0.0;0.0;512.0;427.796402071981;3602.433333333338;0;367.2992408991223;367.2992408991223;-4500.0;1469.1969635964892;0.0;-4500.0;1469.1969635964892;9720.830935930093;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-137.12805500399483;-138.21707085144706
53340;882.0;14.7;140.0;226.04375000000002;0.0;0.0;512.0;427.796402071981;3610.9666666666712;0;367.2992408991223;367.2992408991223;-4500.0;1469.1969635964892;0.0;-4500.0;1469.1969635964892;9670.317551990034;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-136.76540800706348;-138.21707085144706
53400;882.0;14.7;140.0;226.04375000000002;0.0;0.0;512.0;427.796402071981;3619.5000000000045;0;367.2992408991223;367.2992408991223;-4500.0;1469.1969635964892;0.0;-4500.0;1469.1969635964892;9619.804168049975;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-136.40294551810308;-138.21707085144706
53460;882.0;14.7;140.0;226.04375000000002;0.0;0.0;511.0;427.796402071981;3628.033333333338;0;367.2992408991223;367.2992408991223;-4500.0;1469.1969635964892;0.0;-4500.0;1469.1969635964892;9569.290784109917;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-136.04067093798383;-138.21707085144706
53520;882.0;14.7;140.0;226.04375000000002;0.0;0.0;511.0;427.796402071981;3636.5500000000047;0;367.2992408991223;367.2992408991223;-4500.0;1469.1969635964892;0.0;-4500.0;1469.1969635964892;9518.777400169858;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-135.67858779526904;-138.21707085144706
53580;882.0;14.7;140.0;226.04375000000002;0.0;0.0;511.0;427.796402071981;3645.0666666666716;0;367.2992408991223;367.2992408991223;-4500.0;1469.1969635964892;0.0;-4500.0;1469.1969635964892;9468.2640162298;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-135.31669975118336;-138.21707085144706
53640;882.0;14.7;140.0;226.04375000000002;0.0;0.0;510.0;427.796402071981;3653.5833333333385;0;367.2992408991223;367.2992408991223;-4500.0;1469.1969635964892;0.0;-4500.0;1469.1969635964892;9417.75063228974;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-134.95501060483014;-138.21707085144706
53700;882.0;14.7;140.0;226.04375000000002;0.0;0.0;510.0;427.796402071981;3662.0833333333385;0;367.2992408991223;367.2992408991223;-4500.0;1469.1969635964892;0.0;-4500.0;1469.1969635964892;9367.237248349682;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-134.59352429866846;-138.21707085144706
53760;882.0;14.7;140.0;226.04375000000002;0.0;0.0;509.0;427.796402071981;3670.5833333333385;0;367.2992408991223;367.2992408991223;-4500.0;1469.1969635964892;0.0;-4500.0;1469.1969635964892;9316.723864409623;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-134.2322449242663;-138.21707085144706
53820;882.0;14.7;140.0;226.04375000000002;0.0;0.0;509.0;427.796402071981;3679.0666666666716;0;367.2992408991223;367.2992408991223;-4500.0;1469.1969635964892;0.0;-4500.0;1469.1969635964892;9266.210480469565;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-133.87117672834637;-138.21707085144706
