time;SmartMeter-House-1: W-power.real.c.ELECTRICITY;SmartMeter-House-1: Wh-energy.c.ELECTRICITY;Load-House-1: W-power.real.c.ELECTRICITY;Load-House-1: W-power.plan.real.c.ELECTRICITY;WashingMachine-House-1: W-power.real.c.ELECTRICITY;Dishwasher-House-1: W-power.real.c.ELECTRICITY;ElectricVehicle-House-1: W-power.real.c.ELECTRICITY;ElectricVehicle-House-1: Wh-energy.soc;Heatpump-House-1: W-power.real.c.ELECTRICITY;Heatpump-House-1: W-power.plan.real.c.ELECTRICITY;Heatpump-House-1: W-power.real.c.HEAT;Heatpump-House-1: W-power.plan.real.c.HEAT;Heatpump-House-1: W-heat.supply.dhwtaps;Heatpump-House-1: W-heat.supply.zones;Heatpump-House-1: W-heat.production;Heatpump-House-1: Wh-energy.soc;DomesticHotWaterControllerBoiler-House-1: W-power.real.c.ELECTRICITY;DomesticHotWaterControllerBoiler-House-1: W-power.plan.real.c.ELECTRICITY;DomesticHotWaterControllerBoiler-House-1: W-power.real.c.HEAT;DomesticHotWaterControllerBoiler-House-1: W-power.plan.real.c.HEAT;DomesticHotWaterControllerBoiler-House-1: W-heat.supply.dhwtaps;DomesticHotWaterControllerBoiler-House-1: W-heat.supply.zones;DomesticHotWaterControllerBoiler-House-1: W-heat.production;DomesticHotWaterControllerBoiler-House-1: Wh-energy.soc;PV-House-1: W-power.real.c.ELECTRICITY;PV-House-1: W-power.plan.real.c.ELECTRICITY
16200;1259.0;20.983333333333334;135.0;181.00833333333335;0.0;0.0;0.0;50000.0;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-0.0;-0.0
16260;1259.0;20.983333333333334;135.0;181.00833333333335;0.0;0.0;0.0;50000.0;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-0.0;-0.0
16320;1259.0;20.983333333333334;135.0;181.00833333333335;0.0;0.0;0.0;50000.0;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-0.0;-0.0
16380;1259.0;20.983333333333334;135.0;181.00833333333335;0.0;0.0;0.0;50000.0;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-0.0;-0.0
16440;1259.0;20.983333333333334;135.0;181.00833333333335;0.0;0.0;0.0;50000.0;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-0.0;-0.0
16500;1259.0;20.983333333333334;135.0;181.00833333333335;0.0;0.0;0.0;50000.0;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-0.0;-0.0
16560;1259.0;20.983333333333334;135.0;181.00833333333335;0.0;0.0;0.0;50000.0;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-0.0;-0.0
16620;1259.0;20.983333333333334;135.0;181.00833333333335;0.0;0.0;0.0;50000.0;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-0.0;-0.0
16680;1259.0;20.983333333333334;135.0;181.00833333333335;0.0;0.0;0.0;50000.0;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-0.0;-0.0
16740;1259.0;20.983333333333334;135.0;181.00833333333335;0.0;0.0;0.0;50000.0;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-0.0;-0.0
16800;1259.0;20.983333333333334;135.0;181.00833333333335;0.0;0.0;0.0;50000.0;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-0.0;-0.0
16860;1259.0;20.983333333333334;135.0;181.00833333333335;0.0;0.0;0.0;50000.0;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-0.0;-0.0
16920;1259.0;20.983333333333334;135.0;181.00833333333335;0.0;0.0;0.0;50000.0;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-0.0;-0.0
16980;1259.0;20.983333333333334;135.0;181.00833333333335;0.0;0.0;0.0;50000.0;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-0.0;-0.0
17040;1259.0;20.983333333333334;135.0;181.00833333333335;0.0;0.0;0.0;50000.0;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-0.0;-0.0
17100;1259.0;20.983333333333334;135.0;178.62291666666664;0.0;0.0;0.0;50000.0;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-0.0;-0.0
17160;1259.0;20.983333333333334;135.0;178.62291666666664;0.0;0.0;0.0;50000.0;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-0.0;-0.0
17220;1259.0;20.983333333333334;135.0;178.62291666666664;0.0;0.0;0.0;50000.0;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-0.0;-0.0
17280;1259.0;20.983333333333334;135.0;178.62291666666664;0.0;0.0;0.0;50000.0;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-0.0;-0.0
17340;1259.0;20.983333333333334;135.0;178.62291666666664;0.0;0.0;0.0;50000.0;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-0.0;-0.0
17400;1259.0;20.983333333333334;135.0;178.62291666666664;0.0;0.0;0.0;50000.0;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-0.0;-0.0
17460;1259.0;20.983333333333334;135.0;178.62291666666664;0.0;0.0;0.0;50000.0;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-0.0;-0.0
17520;1259.0;20.983333333333334;135.0;178.62291666666664;0.0;0.0;0.0;50000.0;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-0.0;-0.0
17580;1326.0;22.1;202.0;178.62291666666664;0.0;0.0;0.0;50000.0;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-0.0;-0.0
17640;1326.0;22.1;202.0;178.62291666666664;0.0;0.0;0.0;50000.0;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-0.0;-0.0
17700;1326.0;22.1;202.0;178.62291666666664;0.0;0.0;0.0;50000.0;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-0.0;-0.0
17760;1326.0;22.1;202.0;178.62291666666664;0.0;0.0;0.0;50000.0;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-0.0;-0.0
17820;1326.0;22.1;202.0;178.62291666666664;0.0;0.0;0.0;50000.0;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-0.0;-0.0
17880;1326.0;22.1;202.0;178.62291666666664;0.0;0.0;0.0;50000.0;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-0.0;-0.0
17940;1390.0;23.166666666666668;266.0;178.62291666666664;0.0;0.0;0.0;50000.0;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-0.0;-0.0
18000;1390.0;23.166666666666668;266.0;155.57291666666669;0.0;0.0;0.0;50000.0;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-0.0;-0.0
18060;1390.0;23.166666666666668;266.0;155.57291666666669;0.0;0.0;0.0;50000.0;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-0.0;-0.0
18120;1390.0;23.166666666666668;266.0;155.57291666666669;0.0;0.0;0.0;50000.0;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-0.0;-0.0
18180;1390.0;23.166666666666668;266.0;155.57291666666669;0.0;0.0;0.0;50000.0;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-0.0;-0.0
18240;1390.0;23.166666666666668;266.0;155.57291666666669;0.0;0.0;0.0;50000.0;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-0.0;-0.0
18300;1390.0;23.166666666666668;266.0;155.57291666666669;0.0;0.0;0.0;50000.0;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-0.0;-0.0
18360;1390.0;23.166666666666668;266.0;155.57291666666669;0.0;0.0;0.0;50000.0;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-0.0;-0.0
18420;1390.0;23.166666666666668;266.0;155.57291666666669;0.0;0.0;0.0;50000.0;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-0.0;-0.0
18480;1390.0;23.166666666666668;266.0;155.57291666666669;0.0;0.0;0.0;50000.0;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-0.0;-0.0
18540;1390.0;23.166666666666668;266.0;155.57291666666669;0.0;0.0;0.0;50000.0;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-0.0;-0.0
18600;1390.0;23.166666666666668;266.0;155.57291666666669;0.0;0.0;0.0;50000.0;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-0.0;-0.0
18660;1259.0;20.983333333333334;135.0;155.57291666666669;0.0;0.0;0.0;50000.0;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-0.0;-0.0
18720;1259.0;20.983333333333334;135.0;155.57291666666669;0.0;0.0;0.0;50000.0;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-0.0;-0.0
18780;1259.0;20.983333333333334;135.0;155.57291666666669;0.0;0.0;0.0;50000.0;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-0.0;-0.0
18840;1259.0;20.983333333333334;135.0;155.57291666666669;0.0;0.0;0.0;50000.0;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-0.0;-0.0
18900;1259.0;20.983333333333334;135.0;158.06875000000002;0.0;0.0;0.0;50000.0;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-0.0;-0.0
18960;1259.0;20.983333333333334;135.0;158.06875000000002;0.0;0.0;0.0;50000.0;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-0.0;-0.0
19020;1259.0;20.983333333333334;135.0;158.06875000000002;0.0;0.0;0.0;50000.0;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-0.0;-0.0
19080;1259.0;20.983333333333334;135.0;158.06875000000002;0.0;0.0;0.0;50000.0;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-0.0;-0.0
19140;1259.0;20.983333333333334;135.0;158.06875000000002;0.0;0.0;0.0;50000.0;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-0.0;-0.0
19200;1259.0;20.983333333333334;135.0;158.06875000000002;0.0;0.0;0.0;50000.0;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-0.0;-0.0
19260;1259.0;20.983333333333334;135.0;158.06875000000002;0.0;0.0;0.0;50000.0;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-0.0;-0.0
19320;1259.0;20.983333333333334;135.0;158.06875000000002;0.0;0.0;0.0;50000.0;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-0.0;-0.0
19380;1259.0;20.983333333333334;135.0;158.06875000000002;0.0;0.0;0.0;50000.0;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-0.0;-0.0
19440;1259.0;20.983333333333334;135.0;158.06875000000002;0.0;0.0;0.0;50000.0;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-0.0;-0.0
19500;1259.0;20.983333333333334;135.0;158.06875000000002;0.0;0.0;0.0;50000.0;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-0.0;-0.0
19560;1259.0;20.983333333333334;135.0;158.06875000000002;0.0;0.0;0.0;50000.0;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-0.0;-0.0
19620;1259.0;20.983333333333334;135.0;158.06875000000002;0.0;0.0;0.0;50000.0;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-0.0;-0.0
19680;1259.0;20.983333333333334;135.0;158.06875000000002;0.0;0.0;0.0;50000.0;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-0.0;-0.0
