time;SmartMeter-House-1: W-power.real.c.ELECTRICITY;SmartMeter-House-1: Wh-energy.c.ELECTRICITY;Load-House-1: W-power.real.c.ELECTRICITY;Load-House-1: W-power.plan.real.c.ELECTRICITY;WashingMachine-House-1: W-power.real.c.ELECTRICITY;Dishwasher-House-1: W-power.real.c.ELECTRICITY;ElectricVehicle-House-1: W-power.real.c.ELECTRICITY;ElectricVehicle-House-1: Wh-energy.soc;Heatpump-House-1: W-power.real.c.ELECTRICITY;Heatpump-House-1: W-power.plan.real.c.ELECTRICITY;Heatpump-House-1: W-power.real.c.HEAT;Heatpump-House-1: W-power.plan.real.c.HEAT;Heatpump-House-1: W-heat.supply.dhwtaps;Heatpump-House-1: W-heat.supply.zones;Heatpump-House-1: W-heat.production;Heatpump-House-1: Wh-energy.soc;DomesticHotWaterControllerBoiler-House-1: W-power.real.c.ELECTRICITY;DomesticHotWaterControllerBoiler-House-1: W-power.plan.real.c.ELECTRICITY;DomesticHotWaterControllerBoiler-House-1: W-power.real.c.HEAT;DomesticHotWaterControllerBoiler-House-1: W-power.plan.real.c.HEAT;DomesticHotWaterControllerBoiler-House-1: W-heat.supply.dhwtaps;DomesticHotWaterControllerBoiler-House-1: W-heat.supply.zones;DomesticHotWaterControllerBoiler-House-1: W-heat.production;DomesticHotWaterControllerBoiler-House-1: Wh-energy.soc;PV-House-1: W-power.real.c.ELECTRICITY;PV-House-1: W-power.plan.real.c.ELECTRICITY
1380;1259.0;20.983333333333334;135.0;179.12083333333334;0.0;0.0;0.0;50000.0;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-0.0;-0.0
1440;1259.0;20.983333333333334;135.0;179.12083333333334;0.0;0.0;0.0;50000.0;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-0.0;-0.0
1500;1259.0;20.983333333333334;135.0;179.12083333333334;0.0;0.0;0.0;50000.0;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-0.0;-0.0
1560;1259.0;20.983333333333334;135.0;179.12083333333334;0.0;0.0;0.0;50000.0;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-0.0;-0.0
1620;1259.0;20.983333333333334;135.0;179.12083333333334;0.0;0.0;0.0;50000.0;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-0.0;-0.0
1680;1259.0;20.983333333333334;135.0;179.12083333333334;0.0;0.0;0.0;50000.0;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-0.0;-0.0
1740;1259.0;20.983333333333334;135.0;179.12083333333334;0.0;0.0;0.0;50000.0;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-0.0;-0.0
1800;1259.0;20.983333333333334;135.0;186.4375;0.0;0.0;0.0;50000.0;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-0.0;-0.0
1860;1259.0;20.983333333333334;135.0;186.4375;0.0;0.0;0.0;50000.0;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-0.0;-0.0
1920;1259.0;20.983333333333334;135.0;186.4375;0.0;0.0;0.0;50000.0;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-0.0;-0.0
1980;1259.0;20.983333333333334;135.0;186.4375;0.0;0.0;0.0;50000.0;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-0.0;-0.0
2040;1259.0;20.983333333333334;135.0;186.4375;0.0;0.0;0.0;50000.0;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-0.0;-0.0
2100;1259.0;20.983333333333334;135.0;186.4375;0.0;0.0;0.0;50000.0;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-0.0;-0.0
2160;1259.0;20.983333333333334;135.0;186.4375;0.0;0.0;0.0;50000.0;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-0.0;-0.0
2220;1259.0;20.983333333333334;135.0;186.4375;0.0;0.0;0.0;50000.0;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-0.0;-0.0
2280;1259.0;20.983333333333334;135.0;186.4375;0.0;0.0;0.0;50000.0;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-0.0;-0.0
2340;1323.0;22.05;199.0;186.4375;0.0;0.0;0.0;50000.0;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-0.0;-0.0
2400;1323.0;22.05;199.0;186.4375;0.0;0.0;0.0;50000.0;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-0.0;-0.0
2460;1323.0;22.05;199.0;186.4375;0.0;0.0;0.0;50000.0;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-0.0;-0.0
2520;1323.0;22.05;199.0;186.4375;0.0;0.0;0.0;50000.0;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-0.0;-0.0
2580;1323.0;22.05;199.0;186.4375;0.0;0.0;0.0;50000.0;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135;0.0;0.0;0.0;0;0.0;0.0;0;0.0;-0.0;-0.0
