time;W-power.real.c.NATGAS;W-power.real.c.HEAT;W-heat.supply.dhwtaps;W-heat.supply.zones;W-heat.production;Wh-energy.soc
72360;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
72420;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
72480;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
72540;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
72600;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
72660;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
72720;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
72780;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
72840;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
72900;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
72960;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
73020;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
73080;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
73140;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
73200;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
73260;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
73320;17771.25;-14217.0;-6717.0;-7500.0;14217.0;25000.0
73380;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
73440;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
73500;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
73560;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
73620;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
73680;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
73740;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
73800;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
73860;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
73920;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
73980;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
74040;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
74100;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
74160;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
74220;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
74280;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
74340;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
74400;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
74460;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
74520;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
74580;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
74640;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
74700;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
74760;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
74820;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
74880;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
74940;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
75000;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
75060;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
75120;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
75180;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
75240;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
75300;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
75360;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
75420;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
75480;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
75540;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
75600;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
75660;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
75720;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
75780;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
75840;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
75900;23851.25;-19081.0;-11581.0;-7500.0;19081.0;25000.0
75960;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
76020;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
76080;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
76140;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
76200;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
76260;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
76320;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
76380;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
76440;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
76500;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
76560;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
76620;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
76680;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
76740;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
76800;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
76860;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
76920;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
76980;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
77040;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
77100;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
77160;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
77220;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
77280;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
77340;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
77400;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
77460;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
77520;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
77580;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
77640;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
77700;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
77760;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
77820;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
77880;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
77940;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
78000;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
78060;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
78120;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
78180;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
78240;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
78300;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
78360;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
78420;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
78480;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
78540;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
78600;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
78660;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
78720;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
78780;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
78840;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
78900;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
78960;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
79020;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
79080;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
79140;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
79200;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
79260;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
79320;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
79380;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
79440;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
79500;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
79560;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
79620;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
79680;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
79740;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
79800;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
79860;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
79920;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
79980;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
80040;21535.0;-17228.0;-9728.0;-7500.0;17228.0;25000.0
80100;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
80160;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
80220;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
80280;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
80340;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
80400;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
80460;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
80520;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
80580;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
80640;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
80700;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
80760;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
80820;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
80880;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
80940;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
81000;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
81060;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
81120;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
81180;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
81240;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
81300;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
81360;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
81420;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
81480;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
81540;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
81600;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
81660;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
81720;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
81780;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
81840;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
81900;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
81960;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
82020;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
82080;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
82140;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
82200;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
82260;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
82320;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
82380;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
82440;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
82500;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
82560;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
82620;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
82680;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
82740;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
82800;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
82860;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
82920;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
82980;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
83040;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
83100;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
83160;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
83220;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
83280;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
83340;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
83400;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
83460;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
83520;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
83580;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
83640;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
83700;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
83760;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
83820;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
83880;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
83940;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
84000;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
84060;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
84120;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
84180;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
84240;9375.0;-7500.0;0.0;-7500.0;7500.0;25000.0
84300;0.0;0.0;0.0;0.0;-0.0;25000.0
84360;0.0;0.0;0.0;0.0;-0.0;25000.0
84420;0.0;0.0;0.0;0.0;-0.0;25000.0
84480;0.0;0.0;0.0;0.0;-0.0;25000.0
84540;0.0;0.0;0.0;0.0;-0.0;25000.0
84600;0.0;0.0;0.0;0.0;-0.0;25000.0
84660;0.0;0.0;0.0;0.0;-0.0;25000.0
84720;0.0;0.0;0.0;0.0;-0.0;25000.0
84780;0.0;0.0;0.0;0.0;-0.0;25000.0
84840;0.0;0.0;0.0;0.0;-0.0;25000.0
84900;0.0;0.0;0.0;0.0;-0.0;25000.0
84960;0.0;0.0;0.0;0.0;-0.0;25000.0
85020;0.0;0.0;0.0;0.0;-0.0;25000.0
85080;0.0;0.0;0.0;0.0;-0.0;25000.0
85140;0.0;0.0;0.0;0.0;-0.0;25000.0
85200;0.0;0.0;0.0;0.0;-0.0;25000.0
85260;0.0;0.0;0.0;0.0;-0.0;25000.0
85320;0.0;0.0;0.0;0.0;-0.0;25000.0
85380;0.0;0.0;0.0;0.0;-0.0;25000.0
85440;0.0;0.0;0.0;0.0;-0.0;25000.0
85500;0.0;0.0;0.0;0.0;-0.0;25000.0
85560;0.0;0.0;0.0;0.0;-0.0;25000.0
85620;0.0;0.0;0.0;0.0;-0.0;25000.0
85680;0.0;0.0;0.0;0.0;-0.0;25000.0
85740;0.0;0.0;0.0;0.0;-0.0;25000.0
85800;0.0;0.0;0.0;0.0;-0.0;25000.0
85860;0.0;0.0;0.0;0.0;-0.0;25000.0
85920;0.0;0.0;0.0;0.0;-0.0;25000.0
85980;0.0;0.0;0.0;0.0;-0.0;25000.0
86040;0.0;0.0;0.0;0.0;-0.0;25000.0
86100;0.0;0.0;0.0;0.0;-0.0;25000.0
86160;0.0;0.0;0.0;0.0;-0.0;25000.0
86220;0.0;0.0;0.0;0.0;-0.0;25000.0
86280;0.0;0.0;0.0;0.0;-0.0;25000.0
86340;0.0;0.0;0.0;0.0;-0.0;25000.0
86400;0.0;0.0;0.0;0.0;-0.0;25000.0
86460;0.0;0.0;0.0;0.0;-0.0;25000.0
86520;0.0;0.0;0.0;0.0;-0.0;25000.0
86580;0.0;0.0;0.0;0.0;-0.0;25000.0
86640;0.0;0.0;0.0;0.0;-0.0;25000.0
86700;0.0;0.0;0.0;0.0;-0.0;25000.0
86760;0.0;0.0;0.0;0.0;-0.0;25000.0
86820;0.0;0.0;0.0;0.0;-0.0;25000.0
86880;0.0;0.0;0.0;0.0;-0.0;25000.0
86940;0.0;0.0;0.0;0.0;-0.0;25000.0
87000;0.0;0.0;0.0;0.0;-0.0;25000.0
87060;0.0;0.0;0.0;0.0;-0.0;25000.0
87120;0.0;0.0;0.0;0.0;-0.0;25000.0
87180;0.0;0.0;0.0;0.0;-0.0;25000.0
87240;0.0;0.0;0.0;0.0;-0.0;25000.0
87300;0.0;0.0;0.0;0.0;-0.0;25000.0
87360;0.0;0.0;0.0;0.0;-0.0;25000.0
87420;0.0;0.0;0.0;0.0;-0.0;25000.0
87480;0.0;0.0;0.0;0.0;-0.0;25000.0
87540;0.0;0.0;0.0;0.0;-0.0;25000.0
87600;0.0;0.0;0.0;0.0;-0.0;25000.0
87660;0.0;0.0;0.0;0.0;-0.0;25000.0
87720;0.0;0.0;0.0;0.0;-0.0;25000.0
87780;0.0;0.0;0.0;0.0;-0.0;25000.0
87840;0.0;0.0;0.0;0.0;-0.0;25000.0
87900;0.0;0.0;0.0;0.0;-0.0;25000.0
87960;0.0;0.0;0.0;0.0;-0.0;25000.0
88020;0.0;0.0;0.0;0.0;-0.0;25000.0
88080;0.0;0.0;0.0;0.0;-0.0;25000.0
88140;0.0;0.0;0.0;0.0;-0.0;25000.0
88200;0.0;0.0;0.0;0.0;-0.0;25000.0
88260;0.0;0.0;0.0;0.0;-0.0;25000.0
88320;0.0;0.0;0.0;0.0;-0.0;25000.0
88380;0.0;0.0;0.0;0.0;-0.0;25000.0
88440;0.0;0.0;0.0;0.0;-0.0;25000.0
88500;0.0;0.0;0.0;0.0;-0.0;25000.0
88560;0.0;0.0;0.0;0.0;-0.0;25000.0
88620;0.0;0.0;0.0;0.0;-0.0;25000.0
88680;0.0;0.0;0.0;0.0;-0.0;25000.0
88740;0.0;0.0;0.0;0.0;-0.0;25000.0
88800;0.0;0.0;0.0;0.0;-0.0;25000.0
88860;0.0;0.0;0.0;0.0;-0.0;25000.0
88920;0.0;0.0;0.0;0.0;-0.0;25000.0
88980;0.0;0.0;0.0;0.0;-0.0;25000.0
89040;0.0;0.0;0.0;0.0;-0.0;25000.0
89100;0.0;0.0;0.0;0.0;-0.0;25000.0
89160;0.0;0.0;0.0;0.0;-0.0;25000.0
89220;0.0;0.0;0.0;0.0;-0.0;25000.0
89280;0.0;0.0;0.0;0.0;-0.0;25000.0
89340;0.0;0.0;0.0;0.0;-0.0;25000.0
89400;0.0;0.0;0.0;0.0;-0.0;25000.0
89460;0.0;0.0;0.0;0.0;-0.0;25000.0
89520;0.0;0.0;0.0;0.0;-0.0;25000.0
89580;0.0;0.0;0.0;0.0;-0.0;25000.0
89640;0.0;0.0;0.0;0.0;-0.0;25000.0
89700;0.0;0.0;0.0;0.0;-0.0;25000.0
89760;0.0;0.0;0.0;0.0;-0.0;25000.0
89820;0.0;0.0;0.0;0.0;-0.0;25000.0
89880;0.0;0.0;0.0;0.0;-0.0;25000.0
89940;0.0;0.0;0.0;0.0;-0.0;25000.0
90000;0.0;0.0;0.0;0.0;-0.0;25000.0
90060;0.0;0.0;0.0;0.0;-0.0;25000.0
90120;0.0;0.0;0.0;0.0;-0.0;25000.0
90180;0.0;0.0;0.0;0.0;-0.0;25000.0
90240;0.0;0.0;0.0;0.0;-0.0;25000.0
90300;0.0;0.0;0.0;0.0;-0.0;25000.0
90360;0.0;0.0;0.0;0.0;-0.0;25000.0
90420;0.0;0.0;0.0;0.0;-0.0;25000.0
90480;0.0;0.0;0.0;0.0;-0.0;25000.0
90540;0.0;0.0;0.0;0.0;-0.0;25000.0
90600;0.0;0.0;0.0;0.0;-0.0;25000.0
90660;0.0;0.0;0.0;0.0;-0.0;25000.0
90720;0.0;0.0;0.0;0.0;-0.0;25000.0
90780;0.0;0.0;0.0;0.0;-0.0;25000.0
90840;0.0;0.0;0.0;0.0;-0.0;25000.0
90900;0.0;0.0;0.0;0.0;-0.0;25000.0
90960;0.0;0.0;0.0;0.0;-0.0;25000.0
91020;0.0;0.0;0.0;0.0;-0.0;25000.0
91080;0.0;0.0;0.0;0.0;-0.0;25000.0
91140;0.0;0.0;0.0;0.0;-0.0;25000.0
91200;0.0;0.0;0.0;0.0;-0.0;25000.0
91260;0.0;0.0;0.0;0.0;-0.0;25000.0
91320;0.0;0.0;0.0;0.0;-0.0;25000.0
91380;0.0;0.0;0.0;0.0;-0.0;25000.0
91440;0.0;0.0;0.0;0.0;-0.0;25000.0
91500;0.0;0.0;0.0;0.0;-0.0;25000.0
91560;0.0;0.0;0.0;0.0;-0.0;25000.0
91620;0.0;0.0;0.0;0.0;-0.0;25000.0
91680;0.0;0.0;0.0;0.0;-0.0;25000.0
91740;0.0;0.0;0.0;0.0;-0.0;25000.0
91800;0.0;0.0;0.0;0.0;-0.0;25000.0
91860;0.0;0.0;0.0;0.0;-0.0;25000.0
91920;0.0;0.0;0.0;0.0;-0.0;25000.0
91980;0.0;0.0;0.0;0.0;-0.0;25000.0
92040;0.0;0.0;0.0;0.0;-0.0;25000.0
92100;0.0;0.0;0.0;0.0;-0.0;25000.0
92160;0.0;0.0;0.0;0.0;-0.0;25000.0
92220;0.0;0.0;0.0;0.0;-0.0;25000.0
92280;0.0;0.0;0.0;0.0;-0.0;25000.0
92340;0.0;0.0;0.0;0.0;-0.0;25000.0
92400;0.0;0.0;0.0;0.0;-0.0;25000.0
92460;0.0;0.0;0.0;0.0;-0.0;25000.0
92520;0.0;0.0;0.0;0.0;-0.0;25000.0
92580;0.0;0.0;0.0;0.0;-0.0;25000.0
92640;0.0;0.0;0.0;0.0;-0.0;25000.0
92700;0.0;0.0;0.0;0.0;-0.0;25000.0
92760;0.0;0.0;0.0;0.0;-0.0;25000.0
92820;0.0;0.0;0.0;0.0;-0.0;25000.0
92880;0.0;0.0;0.0;0.0;-0.0;25000.0
92940;0.0;0.0;0.0;0.0;-0.0;25000.0
93000;0.0;0.0;0.0;0.0;-0.0;25000.0
93060;0.0;0.0;0.0;0.0;-0.0;25000.0
93120;0.0;0.0;0.0;0.0;-0.0;25000.0
93180;0.0;0.0;0.0;0.0;-0.0;25000.0
93240;0.0;0.0;0.0;0.0;-0.0;25000.0
93300;0.0;0.0;0.0;0.0;-0.0;25000.0
93360;0.0;0.0;0.0;0.0;-0.0;25000.0
93420;0.0;0.0;0.0;0.0;-0.0;25000.0
93480;0.0;0.0;0.0;0.0;-0.0;25000.0
93540;0.0;0.0;0.0;0.0;-0.0;25000.0
93600;0.0;0.0;0.0;0.0;-0.0;25000.0
93660;0.0;0.0;0.0;0.0;-0.0;25000.0
93720;0.0;0.0;0.0;0.0;-0.0;25000.0
93780;0.0;0.0;0.0;0.0;-0.0;25000.0
93840;0.0;0.0;0.0;0.0;-0.0;25000.0
93900;0.0;0.0;0.0;0.0;-0.0;25000.0
93960;0.0;0.0;0.0;0.0;-0.0;25000.0
94020;0.0;0.0;0.0;0.0;-0.0;25000.0
94080;0.0;0.0;0.0;0.0;-0.0;25000.0
94140;0.0;0.0;0.0;0.0;-0.0;25000.0
94200;0.0;0.0;0.0;0.0;-0.0;25000.0
94260;0.0;0.0;0.0;0.0;-0.0;25000.0
94320;0.0;0.0;0.0;0.0;-0.0;25000.0
94380;0.0;0.0;0.0;0.0;-0.0;25000.0
94440;0.0;0.0;0.0;0.0;-0.0;25000.0
94500;0.0;0.0;0.0;0.0;-0.0;25000.0
94560;0.0;0.0;0.0;0.0;-0.0;25000.0
94620;0.0;0.0;0.0;0.0;-0.0;25000.0
94680;0.0;0.0;0.0;0.0;-0.0;25000.0
94740;0.0;0.0;0.0;0.0;-0.0;25000.0
94800;0.0;0.0;0.0;0.0;-0.0;25000.0
94860;0.0;0.0;0.0;0.0;-0.0;25000.0
94920;0.0;0.0;0.0;0.0;-0.0;25000.0
94980;0.0;0.0;0.0;0.0;-0.0;25000.0
95040;0.0;0.0;0.0;0.0;-0.0;25000.0
95100;0.0;0.0;0.0;0.0;-0.0;25000.0
95160;0.0;0.0;0.0;0.0;-0.0;25000.0
95220;0.0;0.0;0.0;0.0;-0.0;25000.0
95280;0.0;0.0;0.0;0.0;-0.0;25000.0
95340;0.0;0.0;0.0;0.0;-0.0;25000.0
95400;0.0;0.0;0.0;0.0;-0.0;25000.0
95460;0.0;0.0;0.0;0.0;-0.0;25000.0
95520;0.0;0.0;0.0;0.0;-0.0;25000.0
95580;0.0;0.0;0.0;0.0;-0.0;25000.0
95640;0.0;0.0;0.0;0.0;-0.0;25000.0
95700;0.0;0.0;0.0;0.0;-0.0;25000.0
95760;0.0;0.0;0.0;0.0;-0.0;25000.0
95820;0.0;0.0;0.0;0.0;-0.0;25000.0
95880;0.0;0.0;0.0;0.0;-0.0;25000.0
95940;0.0;0.0;0.0;0.0;-0.0;25000.0
96000;0.0;0.0;0.0;0.0;-0.0;25000.0
96060;0.0;0.0;0.0;0.0;-0.0;25000.0
96120;0.0;0.0;0.0;0.0;-0.0;25000.0
96180;0.0;0.0;0.0;0.0;-0.0;25000.0
96240;0.0;0.0;0.0;0.0;-0.0;25000.0
96300;0.0;0.0;0.0;0.0;-0.0;25000.0
96360;0.0;0.0;0.0;0.0;-0.0;25000.0
96420;0.0;0.0;0.0;0.0;-0.0;25000.0
96480;0.0;0.0;0.0;0.0;-0.0;25000.0
96540;0.0;0.0;0.0;0.0;-0.0;25000.0
96600;0.0;0.0;0.0;0.0;-0.0;25000.0
96660;0.0;0.0;0.0;0.0;-0.0;25000.0
96720;0.0;0.0;0.0;0.0;-0.0;25000.0
96780;0.0;0.0;0.0;0.0;-0.0;25000.0
96840;0.0;0.0;0.0;0.0;-0.0;25000.0
96900;0.0;0.0;0.0;0.0;-0.0;25000.0
96960;0.0;0.0;0.0;0.0;-0.0;25000.0
97020;0.0;0.0;0.0;0.0;-0.0;25000.0
97080;0.0;0.0;0.0;0.0;-0.0;25000.0
97140;0.0;0.0;0.0;0.0;-0.0;25000.0
97200;0.0;0.0;0.0;0.0;-0.0;25000.0
97260;0.0;0.0;0.0;0.0;-0.0;25000.0
97320;0.0;0.0;0.0;0.0;-0.0;25000.0
97380;0.0;0.0;0.0;0.0;-0.0;25000.0
97440;0.0;0.0;0.0;0.0;-0.0;25000.0
97500;0.0;0.0;0.0;0.0;-0.0;25000.0
97560;0.0;0.0;0.0;0.0;-0.0;25000.0
97620;0.0;0.0;0.0;0.0;-0.0;25000.0
97680;0.0;0.0;0.0;0.0;-0.0;25000.0
97740;0.0;0.0;0.0;0.0;-0.0;25000.0
97800;0.0;0.0;0.0;0.0;-0.0;25000.0
97860;0.0;0.0;0.0;0.0;-0.0;25000.0
97920;0.0;0.0;0.0;0.0;-0.0;25000.0
97980;0.0;0.0;0.0;0.0;-0.0;25000.0
98040;0.0;0.0;0.0;0.0;-0.0;25000.0
98100;0.0;0.0;0.0;0.0;-0.0;25000.0
98160;0.0;0.0;0.0;0.0;-0.0;25000.0
98220;0.0;0.0;0.0;0.0;-0.0;25000.0
98280;0.0;0.0;0.0;0.0;-0.0;25000.0
98340;0.0;0.0;0.0;0.0;-0.0;25000.0
98400;0.0;0.0;0.0;0.0;-0.0;25000.0
98460;0.0;0.0;0.0;0.0;-0.0;25000.0
98520;0.0;0.0;0.0;0.0;-0.0;25000.0
98580;0.0;0.0;0.0;0.0;-0.0;25000.0
98640;0.0;0.0;0.0;0.0;-0.0;25000.0
98700;0.0;0.0;0.0;0.0;-0.0;25000.0
98760;0.0;0.0;0.0;0.0;-0.0;25000.0
98820;0.0;0.0;0.0;0.0;-0.0;25000.0
98880;0.0;0.0;0.0;0.0;-0.0;25000.0
98940;0.0;0.0;0.0;0.0;-0.0;25000.0
99000;0.0;0.0;0.0;0.0;-0.0;25000.0
