time;SmartMeter-House-8: W-power.real.c.ELECTRICITY;Battery-House-8: W-power.real.c.ELECTRICITY;Battery-House-8: Wh-energy.soc;DishWasher-House-8: W-power.real.c.ELECTRICITY;DomesticHotWaterControllerBoiler-House-8: W-power.real.c.ELECTRICITY;DomesticHotWaterControllerBoiler-House-8: Wh-energy.soc;Load-House-8: W-power.real.c.ELECTRICITY;HeatPump-House-8: W-power.real.c.ELECTRICITY;HeatPump-House-8: Wh-energy.soc;PV-House-8: W-power.real.c.ELECTRICITY;WashingMachine-House-8: W-power.real.c.ELECTRICITY
0;1272.0;257.0;2000.0;0.0;0.0;0.0;140.0;875.2231866081221;25000.0;-0.0;0.0
60;1272.0;257.0;2004.2833333333333;0.0;0.0;0.0;140.0;875.2231866081221;25022.446515649506;-0.0;0.0
120;1272.0;257.0;2008.5666666666666;0.0;0.0;0.0;140.0;875.2231866081221;25039.268740871565;-0.0;0.0
180;1272.0;257.0;2012.85;0.0;0.0;0.0;140.0;875.2231866081221;25050.115820732644;-0.0;0.0
240;1272.0;257.0;2017.1333333333332;0.0;0.0;0.0;140.0;875.2231866081221;25054.61645202501;-0.0;0.0
300;1272.0;257.0;2021.4166666666665;0.0;0.0;0.0;140.0;875.2231866081221;25052.377697552056;-0.0;0.0
360;1272.0;257.0;2025.6999999999998;0.0;0.0;0.0;140.0;875.2231866081221;25042.983731685865;-0.0;0.0
420;1272.0;257.0;2029.9833333333331;0.0;0.0;0.0;140.0;875.2231866081221;25026.331944126407;-0.0;0.0
480;1272.0;257.0;2034.2666666666664;0.0;0.0;0.0;140.0;875.2231866081221;25009.68015656695;-0.0;0.0
540;1272.0;257.0;2038.5499999999997;0.0;0.0;0.0;140.0;875.2231866081221;24993.02836900749;-0.0;0.0
600;1272.0;257.0;2042.833333333333;0.0;0.0;0.0;140.0;875.2231866081221;24976.376581448032;-0.0;0.0
660;1272.0;257.0;2047.1166666666663;0.0;0.0;0.0;140.0;875.2231866081221;24959.724793888574;-0.0;0.0
720;1272.0;257.0;2051.3999999999996;0.0;0.0;0.0;140.0;875.2231866081221;24943.073006329116;-0.0;0.0
780;1272.0;257.0;2055.683333333333;0.0;0.0;0.0;140.0;875.2231866081221;24926.421218769658;-0.0;0.0
840;1272.0;257.0;2059.9666666666662;0.0;0.0;0.0;140.0;875.2231866081221;24909.7694312102;-0.0;0.0
