time;Load-House-0: W-power.real.c.ELECTRICITY;Load-House-0: W-power.plan.real.c.ELECTRICITY;Load-House-1: W-power.real.c.ELECTRICITY;Load-House-1: W-power.plan.real.c.ELECTRICITY
15780;136.0;170.35;135.0;153.88333333333333
15840;136.0;170.35;135.0;153.88333333333333
15900;136.0;170.35;135.0;153.88333333333333
15960;136.0;170.35;135.0;153.88333333333333
16020;136.0;170.35;135.0;153.88333333333333
16080;136.0;170.35;135.0;153.88333333333333
16140;136.0;170.35;135.0;153.88333333333333
16200;136.0;170.85416666666666;135.0;181.00833333333335
16260;136.0;170.85416666666666;135.0;181.00833333333335
16320;136.0;170.85416666666666;135.0;181.00833333333335
16380;136.0;170.85416666666666;135.0;181.00833333333335
16440;136.0;170.85416666666666;135.0;181.00833333333335
16500;136.0;170.85416666666666;135.0;181.00833333333335
16560;136.0;170.85416666666666;135.0;181.00833333333335
16620;136.0;170.85416666666666;135.0;181.00833333333335
16680;136.0;170.85416666666666;135.0;181.00833333333335
16740;136.0;170.85416666666666;135.0;181.00833333333335
16800;136.0;170.85416666666666;135.0;181.00833333333335
16860;136.0;170.85416666666666;135.0;181.00833333333335
16920;136.0;170.85416666666666;135.0;181.00833333333335
16980;136.0;170.85416666666666;135.0;181.00833333333335
17040;136.0;170.85416666666666;135.0;181.00833333333335
17100;136.0;161.55833333333334;135.0;178.62291666666664
17160;136.0;161.55833333333334;135.0;178.62291666666664
17220;136.0;161.55833333333334;135.0;178.62291666666664
17280;136.0;161.55833333333334;135.0;178.62291666666664
17340;186.0;161.55833333333334;135.0;178.62291666666664
17400;186.0;161.55833333333334;135.0;178.62291666666664
17460;186.0;161.55833333333334;135.0;178.62291666666664
17520;186.0;161.55833333333334;135.0;178.62291666666664
17580;186.0;161.55833333333334;202.0;178.62291666666664
17640;186.0;161.55833333333334;202.0;178.62291666666664
17700;186.0;161.55833333333334;202.0;178.62291666666664
17760;186.0;161.55833333333334;202.0;178.62291666666664
17820;186.0;161.55833333333334;202.0;178.62291666666664
17880;186.0;161.55833333333334;202.0;178.62291666666664
17940;186.0;161.55833333333334;266.0;178.62291666666664
18000;250.0;155.69583333333333;266.0;155.57291666666669
18060;250.0;155.69583333333333;266.0;155.57291666666669
18120;200.0;155.69583333333333;266.0;155.57291666666669
18180;200.0;155.69583333333333;266.0;155.57291666666669
18240;200.0;155.69583333333333;266.0;155.57291666666669
18300;200.0;155.69583333333333;266.0;155.57291666666669
18360;200.0;155.69583333333333;266.0;155.57291666666669
18420;200.0;155.69583333333333;266.0;155.57291666666669
18480;200.0;155.69583333333333;266.0;155.57291666666669
18540;200.0;155.69583333333333;266.0;155.57291666666669
18600;200.0;155.69583333333333;266.0;155.57291666666669
18660;200.0;155.69583333333333;135.0;155.57291666666669
18720;200.0;155.69583333333333;135.0;155.57291666666669
18780;136.0;155.69583333333333;135.0;155.57291666666669
18840;136.0;155.69583333333333;135.0;155.57291666666669
18900;136.0;175.37916666666666;135.0;158.06875000000002
18960;136.0;175.37916666666666;135.0;158.06875000000002
19020;136.0;175.37916666666666;135.0;158.06875000000002
19080;136.0;175.37916666666666;135.0;158.06875000000002
19140;136.0;175.37916666666666;135.0;158.06875000000002
19200;136.0;175.37916666666666;135.0;158.06875000000002
19260;136.0;175.37916666666666;135.0;158.06875000000002
19320;136.0;175.37916666666666;135.0;158.06875000000002
19380;136.0;175.37916666666666;135.0;158.06875000000002
19440;136.0;175.37916666666666;135.0;158.06875000000002
19500;136.0;175.37916666666666;135.0;158.06875000000002
19560;136.0;175.37916666666666;135.0;158.06875000000002
19620;136.0;175.37916666666666;135.0;158.06875000000002
19680;136.0;175.37916666666666;135.0;158.06875000000002
19740;136.0;175.37916666666666;135.0;158.06875000000002
19800;136.0;164.67083333333335;135.0;190.06875000000002
19860;136.0;164.67083333333335;135.0;190.06875000000002
19920;136.0;164.67083333333335;135.0;190.06875000000002
19980;136.0;164.67083333333335;135.0;190.06875000000002
20040;136.0;164.67083333333335;135.0;190.06875000000002
20100;136.0;164.67083333333335;135.0;190.06875000000002
20160;136.0;164.67083333333335;135.0;190.06875000000002
20220;136.0;164.67083333333335;135.0;190.06875000000002
20280;136.0;164.67083333333335;135.0;190.06875000000002
20340;136.0;164.67083333333335;135.0;190.06875000000002
20400;186.0;164.67083333333335;135.0;190.06875000000002
20460;186.0;164.67083333333335;135.0;190.06875000000002
20520;186.0;164.67083333333335;135.0;190.06875000000002
20580;186.0;164.67083333333335;135.0;190.06875000000002
20640;186.0;164.67083333333335;135.0;190.06875000000002
20700;186.0;153.14583333333331;135.0;171.29375
20760;186.0;153.14583333333331;135.0;171.29375
20820;186.0;153.14583333333331;135.0;171.29375
20880;186.0;153.14583333333331;135.0;171.29375
20940;186.0;153.14583333333331;135.0;171.29375
21000;186.0;153.14583333333331;135.0;171.29375
21060;186.0;153.14583333333331;199.0;171.29375
21120;186.0;153.14583333333331;199.0;171.29375
21180;200.0;153.14583333333331;199.0;171.29375
21240;200.0;153.14583333333331;199.0;171.29375
21300;200.0;153.14583333333331;266.0;171.29375
21360;200.0;153.14583333333331;266.0;171.29375
21420;200.0;153.14583333333331;266.0;171.29375
21480;200.0;153.14583333333331;266.0;171.29375
21540;200.0;153.14583333333331;266.0;171.29375
21600;200.0;169.82500000000002;266.0;152.04375000000002
21660;200.0;169.82500000000002;266.0;152.04375000000002
21720;200.0;169.82500000000002;266.0;152.04375000000002
21780;200.0;169.82500000000002;202.0;152.04375000000002
21840;200.0;169.82500000000002;202.0;152.04375000000002
21900;200.0;169.82500000000002;202.0;152.04375000000002
21960;136.0;169.82500000000002;202.0;152.04375000000002
22020;136.0;169.82500000000002;202.0;152.04375000000002
22080;136.0;169.82500000000002;202.0;152.04375000000002
22140;136.0;169.82500000000002;202.0;152.04375000000002
22200;136.0;169.82500000000002;202.0;152.04375000000002
22260;136.0;169.82500000000002;202.0;152.04375000000002
22320;136.0;169.82500000000002;202.0;152.04375000000002
22380;136.0;169.82500000000002;135.0;152.04375000000002
22440;136.0;169.82500000000002;135.0;152.04375000000002
22500;136.0;170.1625;135.0;165.61458333333331
22560;136.0;170.1625;135.0;165.61458333333331
22620;136.0;170.1625;135.0;165.61458333333331
22680;136.0;170.1625;135.0;165.61458333333331
22740;136.0;170.1625;135.0;165.61458333333331
22800;136.0;170.1625;135.0;165.61458333333331
22860;136.0;170.1625;135.0;165.61458333333331
22920;136.0;170.1625;135.0;165.61458333333331
22980;136.0;170.1625;135.0;165.61458333333331
23040;136.0;170.1625;135.0;165.61458333333331
23100;136.0;170.1625;135.0;165.61458333333331
23160;136.0;170.1625;135.0;165.61458333333331
23220;136.0;170.1625;135.0;165.61458333333331
23280;136.0;170.1625;135.0;165.61458333333331
23340;136.0;170.1625;135.0;165.61458333333331
23400;136.0;160.2625;135.0;236.07291666666666
23460;186.0;160.2625;135.0;236.07291666666666
23520;186.0;160.2625;135.0;236.07291666666666
23580;186.0;160.2625;135.0;236.07291666666666
23640;186.0;160.2625;135.0;236.07291666666666
23700;186.0;160.2625;135.0;236.07291666666666
23760;186.0;160.2625;135.0;236.07291666666666
23820;186.0;160.2625;135.0;236.07291666666666
23880;186.0;160.2625;135.0;236.07291666666666
23940;186.0;160.2625;135.0;236.07291666666666
24000;186.0;160.2625;135.0;236.07291666666666
24060;186.0;160.2625;135.0;236.07291666666666
24120;186.0;160.2625;135.0;236.07291666666666
24180;186.0;160.2625;199.0;236.07291666666666
24240;136.0;160.2625;199.0;236.07291666666666
24300;136.0;155.53750000000002;199.0;198.41875
24360;200.0;155.53750000000002;199.0;198.41875
24420;200.0;155.53750000000002;199.0;198.41875
24480;200.0;155.53750000000002;199.0;198.41875
24540;200.0;155.53750000000002;199.0;198.41875
24600;200.0;155.53750000000002;199.0;198.41875
24660;200.0;155.53750000000002;199.0;198.41875
24720;200.0;155.53750000000002;199.0;198.41875
24780;200.0;155.53750000000002;199.0;198.41875
24840;200.0;155.53750000000002;199.0;198.41875
24900;200.0;155.53750000000002;135.0;198.41875
24960;200.0;155.53750000000002;135.0;198.41875
25020;200.0;155.53750000000002;202.0;198.41875
25080;200.0;155.53750000000002;202.0;198.41875
25140;136.0;155.53750000000002;202.0;198.41875
25200;136.0;179.9875;202.0;208.40208333333334
25260;136.0;179.9875;202.0;208.40208333333334
25320;136.0;179.9875;202.0;208.40208333333334
25380;136.0;179.9875;202.0;208.40208333333334
