time;Load-House-0: W-power.real.c.ELECTRICITY;Load-House-0: W-power.plan.real.c.ELECTRICITY;Load-House-1: W-power.real.c.ELECTRICITY;Load-House-1: W-power.plan.real.c.ELECTRICITY
142260;205.0;221.20208333333335;309.0;367.0041666666667
142320;205.0;221.20208333333335;309.0;367.0041666666667
142380;205.0;221.20208333333335;309.0;367.0041666666667
142440;205.0;221.20208333333335;309.0;367.0041666666667
142500;205.0;221.20208333333335;309.0;367.0041666666667
142560;205.0;221.20208333333335;309.0;367.0041666666667
142620;205.0;221.20208333333335;309.0;367.0041666666667
142680;205.0;221.20208333333335;309.0;367.0041666666667
142740;205.0;221.20208333333335;373.0;367.0041666666667
142800;191.0;221.20208333333335;373.0;367.0041666666667
142860;2191.0;221.20208333333335;373.0;367.0041666666667
142920;191.0;221.20208333333335;373.0;367.0041666666667
142980;191.0;221.20208333333335;373.0;367.0041666666667
143040;191.0;221.20208333333335;373.0;367.0041666666667
143100;191.0;227.28541666666666;373.0;395.25416666666666
143160;191.0;227.28541666666666;373.0;395.25416666666666
143220;191.0;227.28541666666666;373.0;395.25416666666666
143280;191.0;227.28541666666666;373.0;395.25416666666666
143340;191.0;227.28541666666666;373.0;395.25416666666666
143400;191.0;227.28541666666666;373.0;395.25416666666666
143460;191.0;227.28541666666666;309.0;395.25416666666666
143520;191.0;227.28541666666666;309.0;395.25416666666666
143580;141.0;227.28541666666666;309.0;395.25416666666666
143640;141.0;227.28541666666666;309.0;395.25416666666666
143700;141.0;227.28541666666666;309.0;395.25416666666666
143760;141.0;227.28541666666666;309.0;395.25416666666666
143820;141.0;227.28541666666666;309.0;395.25416666666666
143880;141.0;227.28541666666666;309.0;395.25416666666666
143940;141.0;227.28541666666666;309.0;395.25416666666666
144000;141.0;236.6833333333333;309.0;551.4354166666667
144060;141.0;236.6833333333333;376.0;551.4354166666667
144120;141.0;236.6833333333333;376.0;551.4354166666667
144180;141.0;236.6833333333333;376.0;551.4354166666667
144240;141.0;236.6833333333333;376.0;551.4354166666667
144300;141.0;236.6833333333333;376.0;551.4354166666667
144360;141.0;236.6833333333333;376.0;551.4354166666667
144420;141.0;236.6833333333333;376.0;551.4354166666667
144480;141.0;236.6833333333333;376.0;551.4354166666667
144540;141.0;236.6833333333333;376.0;551.4354166666667
144600;141.0;236.6833333333333;376.0;551.4354166666667
144660;141.0;236.6833333333333;376.0;551.4354166666667
144720;141.0;236.6833333333333;376.0;551.4354166666667
144780;141.0;236.6833333333333;376.0;551.4354166666667
144840;141.0;236.6833333333333;376.0;551.4354166666667
144900;141.0;251.69583333333333;376.0;394.93749999999994
144960;141.0;251.69583333333333;376.0;394.93749999999994
145020;141.0;251.69583333333333;376.0;394.93749999999994
145080;141.0;251.69583333333333;376.0;394.93749999999994
145140;141.0;251.69583333333333;309.0;394.93749999999994
145200;205.0;251.69583333333333;309.0;394.93749999999994
145260;205.0;251.69583333333333;309.0;394.93749999999994
145320;205.0;251.69583333333333;309.0;394.93749999999994
145380;205.0;251.69583333333333;309.0;394.93749999999994
145440;205.0;251.69583333333333;309.0;394.93749999999994
145500;205.0;251.69583333333333;309.0;394.93749999999994
145560;205.0;251.69583333333333;309.0;394.93749999999994
145620;205.0;251.69583333333333;309.0;394.93749999999994
145680;205.0;251.69583333333333;309.0;394.93749999999994
145740;205.0;251.69583333333333;309.0;394.93749999999994
145800;205.0;325.6875;309.0;387.4291666666667
145860;255.0;325.6875;373.0;387.4291666666667
145920;255.0;325.6875;373.0;387.4291666666667
145980;191.0;325.6875;373.0;387.4291666666667
146040;191.0;325.6875;373.0;387.4291666666667
146100;191.0;325.6875;373.0;387.4291666666667
146160;278.0;325.6875;373.0;387.4291666666667
146220;278.0;325.6875;373.0;387.4291666666667
146280;278.0;325.6875;373.0;387.4291666666667
146340;278.0;325.6875;373.0;387.4291666666667
146400;278.0;325.6875;373.0;387.4291666666667
146460;278.0;325.6875;373.0;387.4291666666667
146520;278.0;325.6875;373.0;387.4291666666667
146580;278.0;325.6875;309.0;387.4291666666667
146640;228.0;325.6875;309.0;387.4291666666667
146700;228.0;359.525;309.0;410.66666666666663
146760;228.0;359.525;309.0;410.66666666666663
146820;409.0;359.525;309.0;410.66666666666663
146880;330.0;359.525;309.0;410.66666666666663
146940;330.0;359.525;309.0;410.66666666666663
147000;330.0;359.525;309.0;410.66666666666663
147060;330.0;359.525;309.0;410.66666666666663
147120;330.0;359.525;309.0;410.66666666666663
147180;511.0;359.525;309.0;410.66666666666663
147240;431.0;359.525;309.0;410.66666666666663
147300;431.0;359.525;309.0;410.66666666666663
147360;431.0;359.525;309.0;410.66666666666663
147420;431.0;359.525;309.0;410.66666666666663
147480;431.0;359.525;309.0;410.66666666666663
147540;431.0;359.525;309.0;410.66666666666663
147600;431.0;376.79583333333335;309.0;671.7937499999999
147660;431.0;376.79583333333335;309.0;671.7937499999999
147720;431.0;376.79583333333335;309.0;671.7937499999999
147780;431.0;376.79583333333335;376.0;671.7937499999999
147840;431.0;376.79583333333335;485.0;671.7937499999999
147900;431.0;376.79583333333335;485.0;671.7937499999999
147960;431.0;376.79583333333335;485.0;671.7937499999999
148020;431.0;376.79583333333335;485.0;671.7937499999999
148080;431.0;376.79583333333335;485.0;671.7937499999999
148140;431.0;376.79583333333335;485.0;671.7937499999999
148200;431.0;376.79583333333335;485.0;671.7937499999999
148260;431.0;376.79583333333335;485.0;671.7937499999999
148320;431.0;376.79583333333335;485.0;671.7937499999999
148380;495.0;376.79583333333335;485.0;671.7937499999999
148440;495.0;376.79583333333335;485.0;671.7937499999999
148500;495.0;369.22083333333336;485.0;1003.2083333333333
