time;W-power.real.c.ELECTRICITY;W-power.plan.real.c.ELECTRICITY;W-power.real.c.HEAT;W-power.plan.real.c.HEAT;W-heat.supply.dhwtaps;W-heat.supply.zones;W-heat.production;Wh-energy.soc
2940;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135
3000;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135
3060;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135
3120;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135
3180;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135
3240;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135
3300;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135
3360;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135
3420;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135
3480;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135
3540;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135
3600;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135
3660;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135
3720;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135
3780;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135
3840;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135
3900;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135
3960;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135
4020;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135
4080;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135
4140;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135
4200;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135
4260;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135
4320;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135
4380;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135
4440;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135
4500;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135
4560;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135
4620;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135
4680;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135
4740;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135
4800;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135
4860;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135
4920;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135
4980;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135
5040;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135
5100;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135
5160;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135
5220;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135
5280;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135
5340;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135
5400;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135
5460;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135
5520;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135
5580;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135
5640;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135
5700;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135
5760;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135
5820;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135
5880;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135
5940;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135
6000;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135
6060;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135
6120;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135
6180;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135
6240;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135
6300;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135
6360;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135
6420;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135
6480;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135
6540;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135
6600;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135
6660;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135
6720;1124.9999999999998;1124.9999999999998;-4500.0;4499.999999999999;0.0;-4500.0;4499.999999999999;25143.797605109135
