time;ElectricVehicle-House-0: W-power.real.c.ELECTRICITY;ElectricVehicle-House-0: Wh-energy.soc;Load-House-0: W-power.real.c.ELECTRICITY;Load-House-0: W-power.plan.real.c.ELECTRICITY
5280;0.0;50000.0;250.0;163.87083333333334
5340;0.0;50000.0;250.0;163.87083333333334
5400;0.0;50000.0;250.0;158.34583333333333
5460;0.0;50000.0;250.0;158.34583333333333
5520;0.0;50000.0;250.0;158.34583333333333
5580;0.0;50000.0;250.0;158.34583333333333
5640;0.0;50000.0;250.0;158.34583333333333
5700;0.0;50000.0;250.0;158.34583333333333
5760;0.0;50000.0;250.0;158.34583333333333
5820;0.0;50000.0;250.0;158.34583333333333
5880;0.0;50000.0;200.0;158.34583333333333
5940;0.0;50000.0;200.0;158.34583333333333
6000;0.0;50000.0;200.0;158.34583333333333
6060;0.0;50000.0;136.0;158.34583333333333
6120;0.0;50000.0;136.0;158.34583333333333
6180;0.0;50000.0;136.0;158.34583333333333
6240;0.0;50000.0;136.0;158.34583333333333
6300;0.0;50000.0;136.0;167.825
6360;0.0;50000.0;136.0;167.825
6420;0.0;50000.0;136.0;167.825
6480;0.0;50000.0;136.0;167.825
6540;0.0;50000.0;136.0;167.825
6600;0.0;50000.0;136.0;167.825
6660;0.0;50000.0;136.0;167.825
6720;0.0;50000.0;136.0;167.825
6780;0.0;50000.0;136.0;167.825
6840;0.0;50000.0;136.0;167.825
6900;0.0;50000.0;136.0;167.825
6960;0.0;50000.0;136.0;167.825
7020;0.0;50000.0;136.0;167.825
7080;0.0;50000.0;136.0;167.825
7140;0.0;50000.0;136.0;167.825
7200;0.0;50000.0;136.0;170.0291666666667
7260;0.0;50000.0;136.0;170.0291666666667
7320;0.0;50000.0;136.0;170.0291666666667
7380;0.0;50000.0;136.0;170.0291666666667
7440;0.0;50000.0;136.0;170.0291666666667
7500;0.0;50000.0;136.0;170.0291666666667
7560;0.0;50000.0;136.0;170.0291666666667
7620;0.0;50000.0;136.0;170.0291666666667
7680;0.0;50000.0;136.0;170.0291666666667
7740;0.0;50000.0;136.0;170.0291666666667
7800;0.0;50000.0;136.0;170.0291666666667
7860;0.0;50000.0;136.0;170.0291666666667
7920;0.0;50000.0;136.0;170.0291666666667
7980;0.0;50000.0;136.0;170.0291666666667
8040;0.0;50000.0;136.0;170.0291666666667
8100;0.0;50000.0;136.0;152.52916666666667
8160;0.0;50000.0;186.0;152.52916666666667
8220;0.0;50000.0;186.0;152.52916666666667
8280;0.0;50000.0;186.0;152.52916666666667
8340;0.0;50000.0;186.0;152.52916666666667
8400;0.0;50000.0;186.0;152.52916666666667
8460;0.0;50000.0;250.0;152.52916666666667
8520;0.0;50000.0;250.0;152.52916666666667
8580;0.0;50000.0;250.0;152.52916666666667
8640;0.0;50000.0;250.0;152.52916666666667
8700;0.0;50000.0;250.0;152.52916666666667
8760;0.0;50000.0;250.0;152.52916666666667
8820;0.0;50000.0;250.0;152.52916666666667
8880;0.0;50000.0;250.0;152.52916666666667
8940;0.0;50000.0;200.0;152.52916666666667
9000;0.0;50000.0;200.0;171.67083333333335
9060;0.0;50000.0;200.0;171.67083333333335
9120;0.0;50000.0;200.0;171.67083333333335
9180;0.0;50000.0;200.0;171.67083333333335
9240;0.0;50000.0;136.0;171.67083333333335
9300;0.0;50000.0;136.0;171.67083333333335
9360;0.0;50000.0;136.0;171.67083333333335
9420;0.0;50000.0;136.0;171.67083333333335
9480;0.0;50000.0;136.0;171.67083333333335
9540;0.0;50000.0;136.0;171.67083333333335
9600;0.0;50000.0;136.0;171.67083333333335
9660;0.0;50000.0;136.0;171.67083333333335
9720;0.0;50000.0;136.0;171.67083333333335
9780;0.0;50000.0;136.0;171.67083333333335
9840;0.0;50000.0;136.0;171.67083333333335
9900;0.0;50000.0;136.0;169.1875
9960;0.0;50000.0;136.0;169.1875
10020;0.0;50000.0;136.0;169.1875
10080;0.0;50000.0;136.0;169.1875
10140;0.0;50000.0;136.0;169.1875
10200;0.0;50000.0;136.0;169.1875
10260;0.0;50000.0;136.0;169.1875
10320;0.0;50000.0;136.0;169.1875
10380;0.0;50000.0;136.0;169.1875
10440;0.0;50000.0;136.0;169.1875
10500;0.0;50000.0;136.0;169.1875
10560;0.0;50000.0;136.0;169.1875
10620;0.0;50000.0;136.0;169.1875
10680;0.0;50000.0;136.0;169.1875
10740;0.0;50000.0;136.0;169.1875
10800;0.0;50000.0;136.0;162.14166666666668
10860;0.0;50000.0;136.0;162.14166666666668
10920;0.0;50000.0;136.0;162.14166666666668
10980;0.0;50000.0;136.0;162.14166666666668
11040;0.0;50000.0;136.0;162.14166666666668
11100;0.0;50000.0;136.0;162.14166666666668
11160;0.0;50000.0;136.0;162.14166666666668
11220;0.0;50000.0;186.0;162.14166666666668
11280;0.0;50000.0;186.0;162.14166666666668
11340;0.0;50000.0;186.0;162.14166666666668
11400;0.0;50000.0;186.0;162.14166666666668
11460;0.0;50000.0;186.0;162.14166666666668
11520;0.0;50000.0;186.0;162.14166666666668
11580;0.0;50000.0;186.0;162.14166666666668
11640;0.0;50000.0;250.0;162.14166666666668
11700;0.0;50000.0;250.0;156.67083333333335
11760;0.0;50000.0;250.0;156.67083333333335
11820;0.0;50000.0;250.0;156.67083333333335
11880;0.0;50000.0;250.0;156.67083333333335
11940;0.0;50000.0;250.0;156.67083333333335
12000;0.0;50000.0;200.0;156.67083333333335
12060;0.0;50000.0;200.0;156.67083333333335
12120;0.0;50000.0;200.0;156.67083333333335
12180;0.0;50000.0;200.0;156.67083333333335
12240;0.0;50000.0;200.0;156.67083333333335
12300;0.0;50000.0;200.0;156.67083333333335
12360;0.0;50000.0;200.0;156.67083333333335
12420;0.0;50000.0;136.0;156.67083333333335
12480;0.0;50000.0;136.0;156.67083333333335
12540;0.0;50000.0;136.0;156.67083333333335
12600;0.0;50000.0;136.0;171.48333333333335
12660;0.0;50000.0;136.0;171.48333333333335
12720;0.0;50000.0;136.0;171.48333333333335
12780;0.0;50000.0;136.0;171.48333333333335
12840;0.0;50000.0;136.0;171.48333333333335
12900;0.0;50000.0;136.0;171.48333333333335
12960;0.0;50000.0;136.0;171.48333333333335
13020;0.0;50000.0;136.0;171.48333333333335
13080;0.0;50000.0;136.0;171.48333333333335
13140;0.0;50000.0;136.0;171.48333333333335
13200;0.0;50000.0;136.0;171.48333333333335
13260;0.0;50000.0;136.0;171.48333333333335
13320;0.0;50000.0;136.0;171.48333333333335
13380;0.0;50000.0;136.0;171.48333333333335
13440;0.0;50000.0;136.0;171.48333333333335
13500;0.0;50000.0;136.0;167.2166666666667
13560;0.0;50000.0;136.0;167.2166666666667
13620;0.0;50000.0;136.0;167.2166666666667
13680;0.0;50000.0;136.0;167.2166666666667
13740;0.0;50000.0;136.0;167.2166666666667
13800;0.0;50000.0;136.0;167.2166666666667
13860;0.0;50000.0;136.0;167.2166666666667
13920;0.0;50000.0;136.0;167.2166666666667
13980;0.0;50000.0;136.0;167.2166666666667
14040;0.0;50000.0;136.0;167.2166666666667
14100;0.0;50000.0;136.0;167.2166666666667
14160;0.0;50000.0;136.0;167.2166666666667
14220;0.0;50000.0;136.0;167.2166666666667
14280;0.0;50000.0;186.0;167.2166666666667
14340;0.0;50000.0;186.0;167.2166666666667
14400;0.0;50000.0;186.0;152.6583333333333
14460;0.0;50000.0;186.0;152.6583333333333
14520;0.0;50000.0;186.0;152.6583333333333
14580;0.0;50000.0;186.0;152.6583333333333
14640;0.0;50000.0;186.0;152.6583333333333
14700;0.0;50000.0;186.0;152.6583333333333
14760;0.0;50000.0;186.0;152.6583333333333
14820;0.0;50000.0;250.0;152.6583333333333
14880;0.0;50000.0;250.0;152.6583333333333
14940;0.0;50000.0;250.0;152.6583333333333
15000;0.0;50000.0;250.0;152.6583333333333
15060;0.0;50000.0;200.0;152.6583333333333
15120;0.0;50000.0;200.0;152.6583333333333
15180;0.0;50000.0;200.0;152.6583333333333
15240;0.0;50000.0;200.0;152.6583333333333
15300;0.0;50000.0;200.0;170.35
15360;0.0;50000.0;200.0;170.35
15420;0.0;50000.0;200.0;170.35
15480;0.0;50000.0;200.0;170.35
15540;0.0;50000.0;200.0;170.35
15600;0.0;50000.0;136.0;170.35
15660;0.0;50000.0;136.0;170.35
15720;0.0;50000.0;136.0;170.35
15780;0.0;50000.0;136.0;170.35
15840;0.0;50000.0;136.0;170.35
15900;0.0;50000.0;136.0;170.35
15960;0.0;50000.0;136.0;170.35
16020;0.0;50000.0;136.0;170.35
16080;0.0;50000.0;136.0;170.35
16140;0.0;50000.0;136.0;170.35
16200;0.0;50000.0;136.0;170.85416666666666
16260;0.0;50000.0;136.0;170.85416666666666
16320;0.0;50000.0;136.0;170.85416666666666
16380;0.0;50000.0;136.0;170.85416666666666
16440;0.0;50000.0;136.0;170.85416666666666
16500;0.0;50000.0;136.0;170.85416666666666
16560;0.0;50000.0;136.0;170.85416666666666
16620;0.0;50000.0;136.0;170.85416666666666
16680;0.0;50000.0;136.0;170.85416666666666
16740;0.0;50000.0;136.0;170.85416666666666
16800;0.0;50000.0;136.0;170.85416666666666
16860;0.0;50000.0;136.0;170.85416666666666
16920;0.0;50000.0;136.0;170.85416666666666
16980;0.0;50000.0;136.0;170.85416666666666
17040;0.0;50000.0;136.0;170.85416666666666
17100;0.0;50000.0;136.0;161.55833333333334
17160;0.0;50000.0;136.0;161.55833333333334
17220;0.0;50000.0;136.0;161.55833333333334
17280;0.0;50000.0;136.0;161.55833333333334
17340;0.0;50000.0;186.0;161.55833333333334
17400;0.0;50000.0;186.0;161.55833333333334
17460;0.0;50000.0;186.0;161.55833333333334
17520;0.0;50000.0;186.0;161.55833333333334
17580;0.0;50000.0;186.0;161.55833333333334
17640;0.0;50000.0;186.0;161.55833333333334
17700;0.0;50000.0;186.0;161.55833333333334
17760;0.0;50000.0;186.0;161.55833333333334
17820;0.0;50000.0;186.0;161.55833333333334
17880;0.0;50000.0;186.0;161.55833333333334
17940;0.0;50000.0;186.0;161.55833333333334
18000;0.0;50000.0;250.0;155.69583333333333
18060;0.0;50000.0;250.0;155.69583333333333
18120;0.0;50000.0;200.0;155.69583333333333
18180;0.0;50000.0;200.0;155.69583333333333
18240;0.0;50000.0;200.0;155.69583333333333
18300;0.0;50000.0;200.0;155.69583333333333
18360;0.0;50000.0;200.0;155.69583333333333
18420;0.0;50000.0;200.0;155.69583333333333
18480;0.0;50000.0;200.0;155.69583333333333
18540;0.0;50000.0;200.0;155.69583333333333
18600;0.0;50000.0;200.0;155.69583333333333
18660;0.0;50000.0;200.0;155.69583333333333
18720;0.0;50000.0;200.0;155.69583333333333
18780;0.0;50000.0;136.0;155.69583333333333
18840;0.0;50000.0;136.0;155.69583333333333
18900;0.0;50000.0;136.0;175.37916666666666
18960;0.0;50000.0;136.0;175.37916666666666
19020;0.0;50000.0;136.0;175.37916666666666
19080;0.0;50000.0;136.0;175.37916666666666
19140;0.0;50000.0;136.0;175.37916666666666
19200;0.0;50000.0;136.0;175.37916666666666
19260;0.0;50000.0;136.0;175.37916666666666
19320;0.0;50000.0;136.0;175.37916666666666
19380;0.0;50000.0;136.0;175.37916666666666
19440;0.0;50000.0;136.0;175.37916666666666
19500;0.0;50000.0;136.0;175.37916666666666
19560;0.0;50000.0;136.0;175.37916666666666
19620;0.0;50000.0;136.0;175.37916666666666
19680;0.0;50000.0;136.0;175.37916666666666
19740;0.0;50000.0;136.0;175.37916666666666
19800;0.0;50000.0;136.0;164.67083333333335
19860;0.0;50000.0;136.0;164.67083333333335
19920;0.0;50000.0;136.0;164.67083333333335
19980;0.0;50000.0;136.0;164.67083333333335
20040;0.0;50000.0;136.0;164.67083333333335
20100;0.0;50000.0;136.0;164.67083333333335
20160;0.0;50000.0;136.0;164.67083333333335
20220;0.0;50000.0;136.0;164.67083333333335
20280;0.0;50000.0;136.0;164.67083333333335
20340;0.0;50000.0;136.0;164.67083333333335
20400;0.0;50000.0;186.0;164.67083333333335
20460;0.0;50000.0;186.0;164.67083333333335
20520;0.0;50000.0;186.0;164.67083333333335
20580;0.0;50000.0;186.0;164.67083333333335
20640;0.0;50000.0;186.0;164.67083333333335
20700;0.0;50000.0;186.0;153.14583333333331
20760;0.0;50000.0;186.0;153.14583333333331
20820;0.0;50000.0;186.0;153.14583333333331
20880;0.0;50000.0;186.0;153.14583333333331
20940;0.0;50000.0;186.0;153.14583333333331
21000;0.0;50000.0;186.0;153.14583333333331
21060;0.0;50000.0;186.0;153.14583333333331
21120;0.0;50000.0;186.0;153.14583333333331
21180;0.0;50000.0;200.0;153.14583333333331
21240;0.0;50000.0;200.0;153.14583333333331
21300;0.0;50000.0;200.0;153.14583333333331
21360;0.0;50000.0;200.0;153.14583333333331
21420;0.0;50000.0;200.0;153.14583333333331
21480;0.0;50000.0;200.0;153.14583333333331
21540;0.0;50000.0;200.0;153.14583333333331
21600;0.0;50000.0;200.0;169.82500000000002
21660;0.0;50000.0;200.0;169.82500000000002
21720;0.0;50000.0;200.0;169.82500000000002
21780;0.0;50000.0;200.0;169.82500000000002
21840;0.0;50000.0;200.0;169.82500000000002
21900;0.0;50000.0;200.0;169.82500000000002
21960;0.0;50000.0;136.0;169.82500000000002
22020;0.0;50000.0;136.0;169.82500000000002
22080;0.0;50000.0;136.0;169.82500000000002
22140;0.0;50000.0;136.0;169.82500000000002
22200;0.0;50000.0;136.0;169.82500000000002
22260;0.0;50000.0;136.0;169.82500000000002
22320;0.0;50000.0;136.0;169.82500000000002
22380;0.0;50000.0;136.0;169.82500000000002
22440;0.0;50000.0;136.0;169.82500000000002
22500;0.0;50000.0;136.0;170.1625
22560;0.0;50000.0;136.0;170.1625
22620;0.0;50000.0;136.0;170.1625
22680;0.0;50000.0;136.0;170.1625
22740;0.0;50000.0;136.0;170.1625
22800;0.0;50000.0;136.0;170.1625
22860;0.0;50000.0;136.0;170.1625
22920;0.0;50000.0;136.0;170.1625
22980;0.0;50000.0;136.0;170.1625
23040;0.0;50000.0;136.0;170.1625
23100;0.0;50000.0;136.0;170.1625
23160;0.0;50000.0;136.0;170.1625
23220;0.0;50000.0;136.0;170.1625
23280;0.0;50000.0;136.0;170.1625
23340;0.0;50000.0;136.0;170.1625
23400;0.0;50000.0;136.0;160.2625
23460;0.0;50000.0;186.0;160.2625
23520;0.0;50000.0;186.0;160.2625
23580;0.0;50000.0;186.0;160.2625
23640;0.0;50000.0;186.0;160.2625
23700;0.0;50000.0;186.0;160.2625
23760;0.0;50000.0;186.0;160.2625
23820;0.0;50000.0;186.0;160.2625
23880;0.0;50000.0;186.0;160.2625
23940;0.0;50000.0;186.0;160.2625
24000;0.0;50000.0;186.0;160.2625
24060;0.0;50000.0;186.0;160.2625
24120;0.0;50000.0;186.0;160.2625
24180;0.0;50000.0;186.0;160.2625
24240;0.0;50000.0;136.0;160.2625
24300;0.0;50000.0;136.0;155.53750000000002
24360;0.0;50000.0;200.0;155.53750000000002
24420;0.0;50000.0;200.0;155.53750000000002
24480;0.0;50000.0;200.0;155.53750000000002
24540;0.0;50000.0;200.0;155.53750000000002
24600;0.0;50000.0;200.0;155.53750000000002
24660;0.0;50000.0;200.0;155.53750000000002
24720;0.0;50000.0;200.0;155.53750000000002
24780;0.0;50000.0;200.0;155.53750000000002
24840;0.0;50000.0;200.0;155.53750000000002
24900;0.0;50000.0;200.0;155.53750000000002
24960;0.0;50000.0;200.0;155.53750000000002
25020;0.0;50000.0;200.0;155.53750000000002
25080;0.0;50000.0;200.0;155.53750000000002
25140;0.0;50000.0;136.0;155.53750000000002
25200;0.0;50000.0;136.0;179.9875
25260;0.0;50000.0;136.0;179.9875
25320;0.0;50000.0;136.0;179.9875
25380;0.0;50000.0;136.0;179.9875
25440;0.0;50000.0;136.0;179.9875
25500;0.0;50000.0;136.0;179.9875
25560;0.0;50000.0;136.0;179.9875
25620;0.0;50000.0;136.0;179.9875
25680;0.0;50000.0;136.0;179.9875
25740;0.0;50000.0;136.0;179.9875
25800;0.0;50000.0;136.0;179.9875
25860;0.0;50000.0;136.0;179.9875
25920;0.0;50000.0;136.0;179.9875
25980;0.0;50000.0;136.0;179.9875
26040;0.0;50000.0;136.0;179.9875
26100;0.0;50000.0;136.0;168.62083333333334
26160;0.0;50000.0;136.0;168.62083333333334
26220;0.0;50000.0;136.0;168.62083333333334
26280;0.0;50000.0;136.0;168.62083333333334
26340;0.0;50000.0;136.0;168.62083333333334
26400;0.0;50000.0;136.0;168.62083333333334
26460;0.0;50000.0;136.0;168.62083333333334
26520;0.0;50000.0;186.0;168.62083333333334
26580;0.0;50000.0;186.0;168.62083333333334
26640;0.0;50000.0;186.0;168.62083333333334
26700;0.0;50000.0;186.0;168.62083333333334
26760;0.0;50000.0;186.0;168.62083333333334
26820;0.0;50000.0;186.0;168.62083333333334
26880;0.0;50000.0;186.0;168.62083333333334
26940;0.0;50000.0;186.0;168.62083333333334
27000;0.0;50000.0;186.0;221.99166666666667
27060;0.0;50000.0;186.0;221.99166666666667
27120;0.0;50000.0;186.0;221.99166666666667
27180;0.0;50000.0;186.0;221.99166666666667
27240;0.0;50000.0;186.0;221.99166666666667
27300;0.0;50000.0;136.0;221.99166666666667
27360;0.0;50000.0;136.0;221.99166666666667
27420;0.0;50000.0;136.0;221.99166666666667
27480;0.0;50000.0;136.0;221.99166666666667
27540;0.0;50000.0;200.0;221.99166666666667
27600;0.0;50000.0;200.0;221.99166666666667
27660;0.0;50000.0;200.0;221.99166666666667
27720;0.0;50000.0;200.0;221.99166666666667
27780;0.0;50000.0;200.0;221.99166666666667
27840;0.0;50000.0;200.0;221.99166666666667
27900;0.0;50000.0;200.0;285.83125
27960;0.0;50000.0;200.0;285.83125
28020;0.0;50000.0;200.0;285.83125
28080;0.0;50000.0;200.0;285.83125
28140;0.0;50000.0;200.0;285.83125
28200;0.0;50000.0;200.0;285.83125
28260;0.0;50000.0;200.0;285.83125
28320;0.0;50000.0;136.0;285.83125
28380;0.0;50000.0;136.0;285.83125
28440;0.0;50000.0;136.0;285.83125
28500;0.0;50000.0;136.0;285.83125
28560;0.0;50000.0;136.0;285.83125
28620;0.0;50000.0;136.0;285.83125
28680;0.0;50000.0;136.0;285.83125
28740;0.0;50000.0;136.0;285.83125
28800;0.0;50000.0;136.0;218.91875
28860;0.0;50000.0;136.0;218.91875
28920;0.0;50000.0;136.0;218.91875
28980;0.0;50000.0;136.0;218.91875
29040;0.0;50000.0;136.0;218.91875
29100;0.0;50000.0;136.0;218.91875
29160;0.0;50000.0;136.0;218.91875
29220;0.0;50000.0;136.0;218.91875
29280;0.0;50000.0;136.0;218.91875
29340;0.0;50000.0;136.0;218.91875
29400;0.0;50000.0;136.0;218.91875
29460;0.0;50000.0;136.0;218.91875
29520;0.0;50000.0;136.0;218.91875
29580;0.0;50000.0;186.0;218.91875
29640;0.0;50000.0;186.0;218.91875
29700;0.0;50000.0;186.0;199.36041666666665
29760;0.0;50000.0;186.0;199.36041666666665
29820;0.0;50000.0;186.0;199.36041666666665
29880;0.0;50000.0;186.0;199.36041666666665
29940;0.0;50000.0;186.0;199.36041666666665
30000;0.0;50000.0;186.0;199.36041666666665
30060;0.0;50000.0;186.0;199.36041666666665
30120;0.0;50000.0;186.0;199.36041666666665
30180;0.0;50000.0;186.0;199.36041666666665
30240;0.0;50000.0;186.0;199.36041666666665
30300;0.0;50000.0;186.0;199.36041666666665
30360;0.0;50000.0;136.0;199.36041666666665
30420;0.0;50000.0;136.0;199.36041666666665
30480;0.0;50000.0;136.0;199.36041666666665
30540;0.0;50000.0;136.0;199.36041666666665
30600;0.0;50000.0;136.0;172.64583333333331
30660;0.0;50000.0;136.0;172.64583333333331
30720;0.0;50000.0;200.0;172.64583333333331
30780;0.0;50000.0;200.0;172.64583333333331
30840;0.0;50000.0;200.0;172.64583333333331
30900;0.0;50000.0;200.0;172.64583333333331
30960;0.0;50000.0;200.0;172.64583333333331
31020;0.0;50000.0;200.0;172.64583333333331
31080;0.0;50000.0;200.0;172.64583333333331
31140;0.0;50000.0;200.0;172.64583333333331
31200;0.0;50000.0;200.0;172.64583333333331
31260;0.0;50000.0;200.0;172.64583333333331
31320;0.0;50000.0;200.0;172.64583333333331
31380;0.0;50000.0;200.0;172.64583333333331
31440;0.0;50000.0;200.0;172.64583333333331
31500;0.0;50000.0;136.0;182.72083333333333
31560;0.0;50000.0;136.0;182.72083333333333
31620;0.0;50000.0;136.0;182.72083333333333
31680;0.0;50000.0;136.0;182.72083333333333
31740;0.0;50000.0;136.0;182.72083333333333
31800;0.0;50000.0;136.0;182.72083333333333
31860;0.0;50000.0;136.0;182.72083333333333
31920;0.0;50000.0;136.0;182.72083333333333
31980;0.0;50000.0;136.0;182.72083333333333
32040;0.0;50000.0;136.0;182.72083333333333
32100;0.0;50000.0;136.0;182.72083333333333
32160;0.0;50000.0;136.0;182.72083333333333
32220;0.0;50000.0;136.0;182.72083333333333
32280;0.0;50000.0;136.0;182.72083333333333
32340;0.0;50000.0;136.0;182.72083333333333
32400;0.0;50000.0;136.0;160.75833333333333
32460;0.0;50000.0;136.0;160.75833333333333
32520;0.0;50000.0;136.0;160.75833333333333
32580;0.0;50000.0;136.0;160.75833333333333
32640;0.0;50000.0;186.0;160.75833333333333
32700;0.0;50000.0;186.0;160.75833333333333
32760;0.0;50000.0;186.0;160.75833333333333
32820;0.0;50000.0;186.0;160.75833333333333
32880;0.0;50000.0;186.0;160.75833333333333
32940;0.0;50000.0;186.0;160.75833333333333
33000;0.0;50000.0;186.0;160.75833333333333
33060;0.0;50000.0;186.0;160.75833333333333
33120;0.0;50000.0;186.0;160.75833333333333
33180;0.0;50000.0;186.0;160.75833333333333
33240;0.0;50000.0;186.0;160.75833333333333
33300;0.0;50000.0;186.0;205.37083333333334
33360;0.0;50000.0;186.0;205.37083333333334
33420;0.0;50000.0;136.0;205.37083333333334
33480;0.0;50000.0;136.0;205.37083333333334
33540;0.0;50000.0;136.0;205.37083333333334
33600;0.0;50000.0;136.0;205.37083333333334
33660;0.0;50000.0;136.0;205.37083333333334
33720;0.0;50000.0;136.0;205.37083333333334
33780;0.0;50000.0;136.0;205.37083333333334
33840;0.0;50000.0;136.0;205.37083333333334
33900;0.0;50000.0;200.0;205.37083333333334
33960;0.0;50000.0;200.0;205.37083333333334
34020;0.0;50000.0;200.0;205.37083333333334
34080;0.0;50000.0;200.0;205.37083333333334
34140;0.0;50000.0;364.0;205.37083333333334
34200;0.0;50000.0;285.0;434.5020833333333
34260;0.0;50000.0;285.0;434.5020833333333
34320;0.0;50000.0;285.0;434.5020833333333
34380;0.0;50000.0;285.0;434.5020833333333
34440;0.0;50000.0;285.0;434.5020833333333
34500;0.0;50000.0;285.0;434.5020833333333
34560;0.0;50000.0;285.0;434.5020833333333
34620;0.0;50000.0;285.0;434.5020833333333
34680;0.0;50000.0;221.0;434.5020833333333
34740;0.0;50000.0;221.0;434.5020833333333
34800;0.0;50000.0;226.0;434.5020833333333
34860;0.0;50000.0;226.0;434.5020833333333
34920;0.0;50000.0;226.0;434.5020833333333
34980;0.0;50000.0;226.0;434.5020833333333
35040;0.0;50000.0;2226.0;434.5020833333333
35100;0.0;50000.0;2226.0;409.3770833333333
35160;0.0;50000.0;226.0;409.3770833333333
35220;0.0;50000.0;226.0;409.3770833333333
35280;0.0;50000.0;226.0;409.3770833333333
35340;0.0;50000.0;226.0;409.3770833333333
35400;0.0;50000.0;226.0;409.3770833333333
35460;0.0;50000.0;226.0;409.3770833333333
35520;0.0;50000.0;226.0;409.3770833333333
