time;SmartMeter-House-1: W-power.real.c.ELECTRICITY;Load-House-1: W-power.real.c.ELECTRICITY;WashingMachine-House-1: W-power.real.c.ELECTRICITY;Dishwasher-House-1: W-power.real.c.ELECTRICITY;ElectricVehicle-House-1: W-power.real.c.ELECTRICITY;ElectricVehicle-House-1: Wh-energy.soc;Heatpump-House-1: W-power.real.c.ELECTRICITY;Heatpump-House-1: Wh-energy.soc;DomesticHotWaterControllerBoiler-House-1: W-power.real.c.ELECTRICITY;DomesticHotWaterControllerBoiler-House-1: Wh-energy.soc
12540;-10740.0;135.0;0.0;-11999;0.0;50000.0;1124.9999999999998;25143.797605109135;0.0;0.0
12600;1259.0;135.0;0.0;0;0.0;50000.0;1124.9999999999998;25143.797605109135;0.0;0.0
12660;-10740.0;135.0;0.0;-11999;0.0;50000.0;1124.9999999999998;25143.797605109135;0.0;0.0
12720;1259.0;135.0;0.0;0;0.0;50000.0;1124.9999999999998;25143.797605109135;0.0;0.0
12780;-10740.0;135.0;0.0;-11999;0.0;50000.0;1124.9999999999998;25143.797605109135;0.0;0.0
12840;1259.0;135.0;0.0;0;0.0;50000.0;1124.9999999999998;25143.797605109135;0.0;0.0
12900;-10740.0;135.0;0.0;-11999;0.0;50000.0;1124.9999999999998;25143.797605109135;0.0;0.0
12960;1259.0;135.0;0.0;0;0.0;50000.0;1124.9999999999998;25143.797605109135;0.0;0.0
13020;-10740.0;135.0;0.0;-11999;0.0;50000.0;1124.9999999999998;25143.797605109135;0.0;0.0
13080;1259.0;135.0;0.0;0;0.0;50000.0;1124.9999999999998;25143.797605109135;0.0;0.0
13140;-10740.0;135.0;0.0;-11999;0.0;50000.0;1124.9999999999998;25143.797605109135;0.0;0.0
13200;1259.0;135.0;0.0;0;0.0;50000.0;1124.9999999999998;25143.797605109135;0.0;0.0
13260;-10740.0;135.0;0.0;-11999;0.0;50000.0;1124.9999999999998;25143.797605109135;0.0;0.0
13320;1259.0;135.0;0.0;0;0.0;50000.0;1124.9999999999998;25143.797605109135;0.0;0.0
13380;-10740.0;135.0;0.0;-11999;0.0;50000.0;1124.9999999999998;25143.797605109135;0.0;0.0
13440;1259.0;135.0;0.0;0;0.0;50000.0;1124.9999999999998;25143.797605109135;0.0;0.0
13500;-10740.0;135.0;0.0;-11999;0.0;50000.0;1124.9999999999998;25143.797605109135;0.0;0.0
13560;1259.0;135.0;0.0;0;0.0;50000.0;1124.9999999999998;25143.797605109135;0.0;0.0
13620;-10740.0;135.0;0.0;-11999;0.0;50000.0;1124.9999999999998;25143.797605109135;0.0;0.0
13680;1259.0;135.0;0.0;0;0.0;50000.0;1124.9999999999998;25143.797605109135;0.0;0.0
13740;-10740.0;135.0;0.0;-11999;0.0;50000.0;1124.9999999999998;25143.797605109135;0.0;0.0
13800;1259.0;135.0;0.0;0;0.0;50000.0;1124.9999999999998;25143.797605109135;0.0;0.0
13860;-10673.0;202.0;0.0;-11999;0.0;50000.0;1124.9999999999998;25143.797605109135;0.0;0.0
13920;1326.0;202.0;0.0;0;0.0;50000.0;1124.9999999999998;25143.797605109135;0.0;0.0
13980;-10673.0;202.0;0.0;-11999;0.0;50000.0;1124.9999999999998;25143.797605109135;0.0;0.0
14040;1326.0;202.0;0.0;0;0.0;50000.0;1124.9999999999998;25143.797605109135;0.0;0.0
14100;-10673.0;202.0;0.0;-11999;0.0;50000.0;1124.9999999999998;25143.797605109135;0.0;0.0
14160;1326.0;202.0;0.0;0;0.0;50000.0;1124.9999999999998;25143.797605109135;0.0;0.0
14220;-10673.0;202.0;0.0;-11999;0.0;50000.0;1124.9999999999998;25143.797605109135;0.0;0.0
14280;1326.0;202.0;0.0;0;0.0;50000.0;1124.9999999999998;25143.797605109135;0.0;0.0
14340;-10673.0;202.0;0.0;-11999;0.0;50000.0;1124.9999999999998;25143.797605109135;0.0;0.0
14400;1326.0;202.0;0.0;0;0.0;50000.0;1124.9999999999998;25143.797605109135;0.0;0.0
14460;-10673.0;202.0;0.0;-11999;0.0;50000.0;1124.9999999999998;25143.797605109135;0.0;0.0
14520;1326.0;202.0;0.0;0;0.0;50000.0;1124.9999999999998;25143.797605109135;0.0;0.0
14580;-10673.0;202.0;0.0;-11999;0.0;50000.0;1124.9999999999998;25143.797605109135;0.0;0.0
14640;1326.0;202.0;0.0;0;0.0;50000.0;1124.9999999999998;25143.797605109135;0.0;0.0
14700;-10673.0;202.0;0.0;-11999;0.0;50000.0;1124.9999999999998;25143.797605109135;0.0;0.0
14760;1326.0;202.0;0.0;0;0.0;50000.0;1124.9999999999998;25143.797605109135;0.0;0.0
14820;-10609.0;266.0;0.0;-11999;0.0;50000.0;1124.9999999999998;25143.797605109135;0.0;0.0
14880;1390.0;266.0;0.0;0;0.0;50000.0;1124.9999999999998;25143.797605109135;0.0;0.0
14940;-10676.0;199.0;0.0;-11999;0.0;50000.0;1124.9999999999998;25143.797605109135;0.0;0.0
15000;1323.0;199.0;0.0;0;0.0;50000.0;1124.9999999999998;25143.797605109135;0.0;0.0
