time;SmartMeter-House-8: W-power.real.c.ELECTRICITY;Load-House-8: W-power.real.c.ELECTRICITY;WashingMachine-House-8: W-power.real.c.ELECTRICITY;Dishwasher-House-8: W-power.real.c.ELECTRICITY;Battery-House-8: W-power.real.c.ELECTRICITY;Battery-House-8: Wh-energy.soc;Heatpump-House-8: W-power.real.c.ELECTRICITY;Heatpump-House-8: Wh-energy.soc;DomesticHotWaterControllerBoiler-House-8: W-power.real.c.ELECTRICITY;DomesticHotWaterControllerBoiler-House-8: Wh-energy.soc
180540;1125.0;243.0;0.0;0.0;134.0;-1;748.2850562235565;28373.187310933365;0.0;0.0
180600;1125.0;243.0;0.0;0.0;134.0;5000;748.2850562235565;28423.07298134827;0.0;0.0
180660;1125.0;243.0;0.0;0.0;134.0;-1;748.2850562235565;28472.958651763172;0.0;0.0
180720;1125.0;243.0;0.0;0.0;134.0;5000;748.2850562235565;28522.844322178076;0.0;0.0
180780;1125.0;192.0;0.0;0.0;185.0;-1;748.2850562235565;28572.72999259298;0.0;0.0
180840;1125.0;140.0;0.0;0.0;237.0;5000;748.2850562235565;28622.615663007884;0.0;0.0
180900;1165.0;140.0;0.0;0.0;213.0;-1;812.4967228902235;28672.501333422788;0.0;0.0
180960;1165.0;140.0;0.0;0.0;213.0;5000;812.4967228902235;28726.66778161547;0.0;0.0
181020;1165.0;140.0;0.0;0.0;213.0;-1;812.4967228902235;28780.83422980815;0.0;0.0
181080;1165.0;140.0;0.0;0.0;213.0;5000;812.4967228902235;28835.000678000833;0.0;0.0
181140;1165.0;140.0;0.0;0.0;213.0;-1;812.4967228902235;28889.167126193515;0.0;0.0
181200;1165.0;140.0;0.0;0.0;213.0;5000;812.4967228902235;28943.333574386197;0.0;0.0
181260;1166.0;140.0;0.0;0.0;214.0;-1;812.4967228902235;28997.50002257888;0.0;0.0
181320;1166.0;140.0;0.0;0.0;214.0;5000;812.4967228902235;29051.66647077156;0.0;0.0
181380;1166.0;140.0;0.0;0.0;214.0;-1;812.4967228902235;29105.832918964243;0.0;0.0
181440;1166.0;140.0;0.0;0.0;214.0;5000;812.4967228902235;29159.999367156925;0.0;0.0
181500;1166.0;140.0;0.0;0.0;214.0;-1;812.4967228902235;29214.165815349606;0.0;0.0
181560;1166.0;140.0;0.0;0.0;214.0;5000;812.4967228902235;29268.33226354229;0.0;0.0
181620;1166.0;140.0;0.0;0.0;214.0;-1;812.4967228902235;29322.49871173497;0.0;0.0
181680;1166.0;140.0;0.0;0.0;214.0;5000;812.4967228902235;29376.665159927652;0.0;0.0
181740;1166.0;140.0;0.0;0.0;214.0;-1;812.4967228902235;29430.831608120334;0.0;0.0
181800;1149.0;140.0;0.0;0.0;221.0;5000;788.8508895568905;29484.998056313016;0.0;0.0
181860;1149.0;140.0;0.0;0.0;221.0;-1;788.8508895568905;29537.588115616807;0.0;0.0
181920;1149.0;140.0;0.0;0.0;221.0;5000;788.8508895568905;29590.1781749206;0.0;0.0
181980;1149.0;140.0;0.0;0.0;221.0;-1;788.8508895568905;29642.76823422439;0.0;0.0
182040;1149.0;140.0;0.0;0.0;221.0;5000;788.8508895568905;29695.35829352818;0.0;0.0
182100;1149.0;140.0;0.0;0.0;221.0;-1;788.8508895568905;29747.948352831972;0.0;0.0
182160;1149.0;140.0;0.0;0.0;221.0;5000;788.8508895568905;29800.538412135764;0.0;0.0
182220;1149.0;140.0;0.0;0.0;221.0;-1;788.8508895568905;29853.128471439555;0.0;0.0
182280;1149.0;140.0;0.0;0.0;221.0;5000;788.8508895568905;29905.718530743346;0.0;0.0
182340;1149.0;140.0;0.0;0.0;221.0;-1;788.8508895568905;29958.308590047138;0.0;0.0
182400;1149.0;140.0;0.0;0.0;221.0;5000;788.8508895568905;30010.89864935093;0.0;0.0
182460;1149.0;140.0;0.0;0.0;221.0;-1;788.8508895568905;30063.48870865472;0.0;0.0
182520;1149.0;140.0;0.0;0.0;221.0;5000;788.8508895568905;30116.078767958512;0.0;0.0
182580;1149.0;140.0;0.0;0.0;221.0;-1;788.8508895568905;30168.668827262303;0.0;0.0
182640;1149.0;140.0;0.0;0.0;221.0;5000;788.8508895568905;30221.258886566095;0.0;0.0
182700;1159.0;140.0;0.0;0.0;244.0;-1;775.2375562235577;30273.848945869886;0.0;0.0
182760;1159.0;140.0;0.0;0.0;244.0;5000;775.2375562235577;30325.531449618124;0.0;0.0
182820;1159.0;140.0;0.0;0.0;244.0;-1;775.2375562235577;30377.21395336636;0.0;0.0
182880;1159.0;140.0;0.0;0.0;244.0;5000;775.2375562235577;30428.8964571146;0.0;0.0
182940;1159.0;140.0;0.0;0.0;244.0;-1;775.2375562235577;30480.578960862837;0.0;0.0
183000;1159.0;140.0;0.0;0.0;244.0;5000;775.2375562235577;30532.261464611074;0.0;0.0
183060;1159.0;140.0;0.0;0.0;244.0;-1;775.2375562235577;30583.943968359312;0.0;0.0
183120;1159.0;192.0;0.0;0.0;192.0;5000;775.2375562235577;30635.62647210755;0.0;0.0
183180;1159.0;192.0;0.0;0.0;192.0;-1;775.2375562235577;30687.308975855787;0.0;0.0
183240;1159.0;192.0;0.0;0.0;192.0;5000;775.2375562235577;30738.991479604025;0.0;0.0
183300;1159.0;192.0;0.0;0.0;192.0;-1;775.2375562235577;30790.673983352262;0.0;0.0
183360;1159.0;243.0;0.0;0.0;141.0;5000;775.2375562235577;30842.3564871005;0.0;0.0
183420;1159.0;243.0;0.0;0.0;141.0;-1;775.2375562235577;30894.038990848738;0.0;0.0
183480;1159.0;243.0;0.0;0.0;141.0;5000;775.2375562235577;30945.721494596975;0.0;0.0
183540;1159.0;243.0;0.0;0.0;141.0;-1;775.2375562235577;30997.403998345213;0.0;0.0
183600;1138.0;243.0;0.0;0.0;121.0;5000;774.2258895568909;31049.08650209345;0.0;0.0
183660;1138.0;243.0;0.0;0.0;121.0;-1;774.2258895568909;31100.701561397243;0.0;0.0
183720;1138.0;243.0;0.0;0.0;121.0;5000;774.2258895568909;31152.316620701036;0.0;0.0
183780;1138.0;243.0;0.0;0.0;121.0;-1;774.2258895568909;31203.93168000483;0.0;0.0
183840;1138.0;243.0;0.0;0.0;121.0;5000;774.2258895568909;31255.546739308622;0.0;0.0
183900;1138.0;243.0;0.0;0.0;121.0;-1;774.2258895568909;31307.161798612415;0.0;0.0
183960;1138.0;191.0;0.0;0.0;173.0;5000;774.2258895568909;31358.776857916208;0.0;0.0
184020;1138.0;191.0;0.0;0.0;173.0;-1;774.2258895568909;31410.39191722;0.0;0.0
184080;1138.0;191.0;0.0;0.0;173.0;5000;774.2258895568909;31462.006976523793;0.0;0.0
184140;1138.0;140.0;0.0;0.0;224.0;-1;774.2258895568909;31513.622035827586;0.0;0.0
184200;1138.0;140.0;0.0;0.0;224.0;5000;774.2258895568909;31565.23709513138;0.0;0.0
184260;1138.0;140.0;0.0;0.0;224.0;-1;774.2258895568909;31616.85215443517;0.0;0.0
184320;1138.0;140.0;0.0;0.0;224.0;5000;774.2258895568909;31668.467213738964;0.0;0.0
184380;1138.0;140.0;0.0;0.0;224.0;-1;774.2258895568909;31720.082273042757;0.0;0.0
184440;1138.0;140.0;0.0;0.0;224.0;5000;774.2258895568909;31771.69733234655;0.0;0.0
184500;1163.0;140.0;0.0;0.0;218.0;-1;805.4325562235583;31823.312391650343;0.0;0.0
184560;1163.0;140.0;0.0;0.0;218.0;5000;805.4325562235583;31877.00789539858;0.0;0.0
184620;1163.0;140.0;0.0;0.0;218.0;-1;805.4325562235583;31930.703399146816;0.0;0.0
184680;1163.0;140.0;0.0;0.0;218.0;5000;805.4325562235583;31984.398902895053;0.0;0.0
184740;1163.0;140.0;0.0;0.0;218.0;-1;805.4325562235583;32038.09440664329;0.0;0.0
184800;1163.0;140.0;0.0;0.0;218.0;5000;805.4325562235583;32091.789910391526;0.0;0.0
184860;1163.0;140.0;0.0;0.0;218.0;-1;805.4325562235583;32145.485414139763;0.0;0.0
184920;1163.0;140.0;0.0;0.0;218.0;5000;805.4325562235583;32199.180917888;0.0;0.0
184980;1163.0;140.0;0.0;0.0;218.0;-1;805.4325562235583;32252.876421636236;0.0;0.0
185040;1163.0;140.0;0.0;0.0;218.0;5000;805.4325562235583;32306.571925384473;0.0;0.0
185100;1163.0;140.0;0.0;0.0;218.0;-1;805.4325562235583;32360.26742913271;0.0;0.0
185160;1163.0;140.0;0.0;0.0;218.0;5000;805.4325562235583;32413.962932880946;0.0;0.0
185220;1163.0;140.0;0.0;0.0;218.0;-1;805.4325562235583;32467.658436629183;0.0;0.0
185280;1163.0;140.0;0.0;0.0;218.0;5000;805.4325562235583;32521.35394037742;0.0;0.0
185340;1163.0;140.0;0.0;0.0;218.0;-1;805.4325562235583;32575.049444125656;0.0;0.0
185400;1148.0;140.0;0.0;0.0;229.0;5000;779.5150562235592;32628.744947873893;0.0;0.0
185460;1148.0;140.0;0.0;0.0;229.0;-1;779.5150562235592;32680.712618288795;0.0;0.0
185520;1148.0;140.0;0.0;0.0;229.0;5000;779.5150562235592;32732.680288703697;0.0;0.0
185580;1148.0;140.0;0.0;0.0;229.0;-1;779.5150562235592;32784.6479591186;0.0;0.0
185640;1148.0;140.0;0.0;0.0;229.0;5000;779.5150562235592;32836.6156295335;0.0;0.0
185700;1148.0;140.0;0.0;0.0;229.0;-1;779.5150562235592;32888.583299948405;0.0;0.0
185760;1148.0;140.0;0.0;0.0;229.0;5000;779.5150562235592;32940.55097036331;0.0;0.0
185820;1148.0;140.0;0.0;0.0;229.0;-1;779.5150562235592;32992.51864077821;0.0;0.0
185880;1148.0;140.0;0.0;0.0;229.0;5000;779.5150562235592;33044.48631119311;0.0;0.0
185940;1148.0;140.0;0.0;0.0;229.0;-1;779.5150562235592;33096.453981608014;0.0;0.0
186000;1148.0;140.0;0.0;0.0;229.0;5000;779.5150562235592;33148.42165202292;0.0;0.0
186060;1148.0;140.0;0.0;0.0;229.0;-1;779.5150562235592;33200.38932243782;0.0;0.0
186120;1148.0;140.0;0.0;0.0;229.0;5000;779.5150562235592;33252.35699285272;0.0;0.0
186180;1148.0;140.0;0.0;0.0;229.0;-1;779.5150562235592;33304.324663267624;0.0;0.0
186240;1148.0;192.0;0.0;0.0;177.0;5000;779.5150562235592;33356.292333682526;0.0;0.0
186300;1152.0;192.0;0.0;0.0;185.0;-1;775.4000562235572;33408.26000409743;0.0;0.0
186360;1152.0;192.0;0.0;0.0;185.0;5000;775.4000562235572;33459.953341178996;0.0;0.0
186420;1152.0;192.0;0.0;0.0;185.0;-1;775.4000562235572;33511.646678260564;0.0;0.0
186480;1152.0;192.0;0.0;0.0;185.0;5000;775.4000562235572;33563.34001534213;0.0;0.0
186540;1152.0;192.0;0.0;0.0;185.0;-1;775.4000562235572;33615.0333524237;0.0;0.0
186600;1152.0;192.0;0.0;0.0;185.0;5000;775.4000562235572;33666.72668950527;0.0;0.0
186660;1152.0;192.0;0.0;0.0;185.0;-1;775.4000562235572;33718.420026586835;0.0;0.0
186720;1152.0;243.0;0.0;0.0;134.0;5000;775.4000562235572;33770.1133636684;0.0;0.0
186780;1152.0;243.0;0.0;0.0;134.0;-1;775.4000562235572;33821.80670074997;0.0;0.0
186840;1152.0;243.0;0.0;0.0;134.0;5000;775.4000562235572;33873.50003783154;0.0;0.0
186900;1152.0;243.0;0.0;0.0;134.0;-1;775.4000562235572;33925.193374913106;0.0;0.0
186960;1152.0;243.0;0.0;0.0;134.0;5000;775.4000562235572;33976.88671199467;0.0;0.0
187020;1152.0;243.0;0.0;0.0;134.0;-1;775.4000562235572;34028.58004907624;0.0;0.0
187080;1152.0;191.0;0.0;0.0;186.0;5000;775.4000562235572;34080.27338615781;0.0;0.0
187140;1152.0;191.0;0.0;0.0;186.0;-1;775.4000562235572;34131.96672323938;0.0;0.0
187200;1148.0;191.0;0.0;0.0;172.0;5000;785.9892228902243;34183.660060320944;0.0;0.0
187260;1148.0;191.0;0.0;0.0;172.0;-1;785.9892228902243;34236.05934184696;0.0;0.0
187320;1148.0;191.0;0.0;0.0;172.0;5000;785.9892228902243;34288.45862337297;0.0;0.0
187380;1148.0;191.0;0.0;0.0;172.0;-1;785.9892228902243;34340.857904898985;0.0;0.0
187440;1148.0;191.0;0.0;0.0;172.0;5000;785.9892228902243;34393.257186425;0.0;0.0
187500;1148.0;140.0;0.0;0.0;223.0;-1;785.9892228902243;34445.65646795101;0.0;0.0
187560;1148.0;140.0;0.0;0.0;223.0;5000;785.9892228902243;34498.055749477026;0.0;0.0
187620;1148.0;140.0;0.0;0.0;223.0;-1;785.9892228902243;34550.45503100304;0.0;0.0
187680;1148.0;140.0;0.0;0.0;223.0;5000;785.9892228902243;34602.85431252905;0.0;0.0
187740;1148.0;140.0;0.0;0.0;223.0;-1;785.9892228902243;34655.253594055066;0.0;0.0
187800;1148.0;140.0;0.0;0.0;223.0;5000;785.9892228902243;34707.65287558108;0.0;0.0
187860;1148.0;140.0;0.0;0.0;223.0;-1;785.9892228902243;34760.05215710709;0.0;0.0
187920;1148.0;140.0;0.0;0.0;223.0;5000;785.9892228902243;34812.45143863311;0.0;0.0
187980;1148.0;140.0;0.0;0.0;223.0;-1;785.9892228902243;34864.85072015912;0.0;0.0
188040;1148.0;140.0;0.0;0.0;223.0;5000;785.9892228902243;34917.25000168513;0.0;0.0
188100;1162.0;140.0;0.0;0.0;251.0;-1;769.375249130225;34969.64928321115;0.0;0.0
188160;1162.0;140.0;0.0;0.0;252.0;5000;769.375249130225;35020.940966486494;0.0;0.0
188220;1162.0;140.0;0.0;0.0;253.0;-1;769.375249130225;35072.23264976184;0.0;0.0
188280;1162.0;140.0;0.0;0.0;253.0;5000;769.375249130225;35123.52433303719;0.0;0.0
188340;1162.0;140.0;0.0;0.0;253.0;-1;769.375249130225;35174.816016312536;0.0;0.0
188400;1162.0;140.0;0.0;0.0;253.0;5000;769.375249130225;35226.10769958788;0.0;0.0
188460;1162.0;140.0;0.0;0.0;253.0;-1;769.375249130225;35277.39938286323;0.0;0.0
188520;1162.0;140.0;0.0;0.0;253.0;5000;769.375249130225;35328.69106613858;0.0;0.0
188580;1162.0;140.0;0.0;0.0;252.0;-1;769.375249130225;35379.982749413924;0.0;0.0
188640;1162.0;140.0;0.0;0.0;243.0;5000;769.375249130225;35431.27443268927;0.0;0.0
188700;1162.0;140.0;0.0;0.0;249.0;-1;769.375249130225;35482.56611596462;0.0;0.0
188760;1162.0;140.0;0.0;0.0;219.0;5000;769.375249130225;35533.857799239966;0.0;0.0
188820;1162.0;140.0;0.0;0.0;98.0;-1;769.375249130225;35585.14948251531;0.0;0.0
188880;1162.0;140.0;0.0;0.0;95.0;5000;769.375249130225;35636.44116579066;0.0;0.0
188940;1162.0;140.0;0.0;0.0;94.0;-1;769.375249130225;35687.73284906601;0.0;0.0
189000;863.0;140.0;0.0;0.0;565.0;5000;0.0;35739.024532341355;0.0;0.0
189060;863.0;140.0;0.0;0.0;565.0;-1;0.0;35739.024532341355;0.0;0.0
189120;863.0;140.0;0.0;0.0;592.0;5000;0.0;35739.024532341355;0.0;0.0
189180;863.0;140.0;0.0;0.0;710.0;-1;0.0;35739.024532341355;0.0;0.0
189240;863.0;140.0;0.0;0.0;719.0;5000;0.0;35739.024532341355;0.0;0.0
189300;864.0;140.0;0.0;0.0;-969.0;-1;0.0;35739.024532341355;0.0;0.0
189360;864.0;192.0;0.0;0.0;-2465.0;5000;0.0;35739.024532341355;0.0;0.0
189420;864.0;192.0;0.0;0.0;-2435.0;-1;0.0;35739.024532341355;0.0;0.0
189480;864.0;192.0;0.0;0.0;-2448.0;5000;0.0;35739.024532341355;0.0;0.0
189540;864.0;192.0;0.0;0.0;-2451.0;-1;0.0;35739.024532341355;0.0;0.0
189600;864.0;192.0;0.0;0.0;-2442.0;5000;0.0;35739.024532341355;0.0;0.0
189660;864.0;192.0;0.0;0.0;-2449.0;-1;0.0;35739.024532341355;0.0;0.0
189720;864.0;192.0;0.0;0.0;-2444.0;5000;0.0;35739.024532341355;0.0;0.0
189780;864.0;192.0;0.0;0.0;-2434.0;-1;0.0;35739.024532341355;0.0;0.0
189840;864.0;192.0;0.0;0.0;-2445.0;5000;0.0;35739.024532341355;0.0;0.0
189900;-382.0;192.0;0.0;0.0;-3693.0;-1;0.0;35739.024532341355;0.0;0.0
189960;-382.0;192.0;0.0;0.0;-3685.0;5000;0.0;35739.024532341355;0.0;0.0
190020;-382.0;192.0;0.0;0.0;-3679.0;-1;0.0;35739.024532341355;0.0;0.0
190080;-382.0;243.0;0.0;0.0;-1774.0;5000;0.0;35739.024532341355;0.0;0.0
190140;-382.0;243.0;0.0;0.0;-792.0;-1;0.0;35739.024532341355;0.0;0.0
190200;-382.0;191.0;0.0;0.0;-735.0;5000;0.0;35739.024532341355;0.0;0.0
190260;-382.0;191.0;0.0;0.0;-734.0;-1;0.0;35739.024532341355;0.0;0.0
190320;-382.0;191.0;0.0;0.0;-732.0;5000;0.0;35739.024532341355;0.0;0.0
190380;-382.0;191.0;0.0;0.0;-732.0;-1;0.0;35739.024532341355;0.0;0.0
190440;-382.0;191.0;0.0;0.0;-731.0;5000;0.0;35739.024532341355;0.0;0.0
190500;-382.0;191.0;0.0;0.0;-731.0;-1;0.0;35739.024532341355;0.0;0.0
190560;-382.0;191.0;0.0;0.0;-686.0;5000;0.0;35739.024532341355;0.0;0.0
190620;-382.0;191.0;0.0;0.0;-585.0;-1;0.0;35739.024532341355;0.0;0.0
190680;-382.0;191.0;0.0;0.0;-591.0;5000;0.0;35739.024532341355;0.0;0.0
190740;-382.0;191.0;0.0;0.0;-578.0;-1;0.0;35739.024532341355;0.0;0.0
190800;452.0;191.0;0.0;0.0;257.0;5000;0.0;35739.024532341355;0.0;0.0
190860;452.0;140.0;0.0;0.0;169.0;-1;0.0;35739.024532341355;0.0;0.0
190920;452.0;140.0;0.0;0.0;151.0;5000;0.0;35739.024532341355;0.0;0.0
190980;452.0;140.0;0.0;0.0;152.0;-1;0.0;35739.024532341355;0.0;0.0
191040;452.0;140.0;0.0;0.0;289.0;5000;0.0;35739.024532341355;0.0;0.0
191100;452.0;140.0;0.0;0.0;176.0;-1;0.0;35739.024532341355;0.0;0.0
191160;452.0;140.0;0.0;0.0;153.0;5000;0.0;35739.024532341355;0.0;0.0
191220;452.0;140.0;0.0;0.0;153.0;-1;0.0;35739.024532341355;0.0;0.0
191280;452.0;140.0;0.0;0.0;153.0;5000;0.0;35739.024532341355;0.0;0.0
191340;452.0;140.0;0.0;0.0;276.0;-1;0.0;35739.024532341355;0.0;0.0
191400;452.0;140.0;0.0;0.0;303.0;5000;0.0;35739.024532341355;0.0;0.0
191460;452.0;140.0;0.0;0.0;308.0;-1;0.0;35739.024532341355;0.0;0.0
191520;453.0;140.0;0.0;0.0;-1926.0;5000;0.0;35739.024532341355;0.0;0.0
191580;453.0;140.0;0.0;0.0;-2803.0;-1;0.0;35739.024532341355;0.0;0.0
191640;453.0;140.0;0.0;0.0;-2798.0;5000;0.0;35739.024532341355;0.0;0.0
191700;283.0;140.0;0.0;0.0;-2975.0;-1;0.0;35739.024532341355;0.0;0.0
191760;301.0;140.0;0.0;0.0;-2950.0;5000;0.0;35739.024532341355;0.0;0.0
191820;301.0;140.0;0.0;0.0;-2952.0;-1;0.0;35739.024532341355;0.0;0.0
191880;301.0;140.0;0.0;0.0;-2949.0;5000;0.0;35739.024532341355;0.0;0.0
191940;301.0;140.0;0.0;0.0;-2943.0;-1;0.0;35739.024532341355;0.0;0.0
192000;301.0;140.0;0.0;0.0;-2940.0;5000;0.0;35739.024532341355;0.0;0.0
192060;301.0;140.0;0.0;0.0;-2960.0;-1;0.0;35739.024532341355;0.0;0.0
192120;301.0;140.0;0.0;0.0;-1060.0;5000;0.0;35739.024532341355;0.0;0.0
192180;300.0;140.0;0.0;0.0;1.0;-1;0.0;35739.024532341355;0.0;0.0
192240;301.0;140.0;0.0;0.0;-2502.0;5000;0.0;35739.024532341355;0.0;0.0
192300;301.0;140.0;0.0;0.0;-111.0;-1;0.0;35739.024532341355;0.0;0.0
192360;300.0;140.0;0.0;0.0;153.0;5000;0.0;35739.024532341355;0.0;0.0
192420;300.0;140.0;0.0;0.0;157.0;-1;0.0;35739.024532341355;0.0;0.0
192480;300.0;192.0;0.0;0.0;105.0;5000;0.0;35739.024532341355;0.0;0.0
192540;300.0;192.0;0.0;0.0;105.0;-1;0.0;35739.024532341355;0.0;0.0
192600;-508.0;192.0;0.0;0.0;-704.0;5000;0.0;35739.024532341355;0.0;0.0
192660;-508.0;192.0;0.0;0.0;-704.0;-1;0.0;35739.024532341355;0.0;0.0
192720;-508.0;192.0;0.0;0.0;-704.0;5000;0.0;35739.024532341355;0.0;0.0
192780;-508.0;192.0;0.0;0.0;-2925.0;-1;0.0;35739.024532341355;0.0;0.0
192840;-508.0;192.0;0.0;0.0;-1068.0;5000;0.0;35739.024532341355;0.0;0.0
192900;-508.0;192.0;0.0;0.0;-705.0;-1;0.0;35739.024532341355;0.0;0.0
192960;-508.0;192.0;0.0;0.0;-700.0;5000;0.0;35739.024532341355;0.0;0.0
193020;-508.0;192.0;0.0;0.0;-700.0;-1;0.0;35739.024532341355;0.0;0.0
193080;-508.0;192.0;0.0;0.0;-700.0;5000;0.0;35739.024532341355;0.0;0.0
193140;-508.0;192.0;0.0;0.0;-700.0;-1;0.0;35739.024532341355;0.0;0.0
193200;-508.0;192.0;0.0;0.0;-700.0;5000;0.0;35739.024532341355;0.0;0.0
193260;-508.0;192.0;0.0;0.0;-700.0;-1;0.0;35739.024532341355;0.0;0.0
193320;-508.0;140.0;0.0;0.0;-648.0;5000;0.0;35739.024532341355;0.0;0.0
193380;-508.0;140.0;0.0;0.0;-648.0;-1;0.0;35739.024532341355;0.0;0.0
193440;-508.0;191.0;0.0;0.0;-699.0;5000;0.0;35739.024532341355;0.0;0.0
193500;558.0;191.0;0.0;0.0;71.0;-1;296.9829120544476;35739.024532341355;0.0;0.0
193560;558.0;191.0;0.0;0.0;71.0;5000;296.9829120544476;35758.82339314499;0.0;0.0
193620;558.0;191.0;0.0;0.0;71.0;-1;296.9829120544476;35778.62225394862;0.0;0.0
193680;558.0;191.0;0.0;0.0;71.0;5000;296.9829120544476;35798.42111475225;0.0;0.0
193740;558.0;191.0;0.0;0.0;71.0;-1;296.9829120544476;35818.21997555588;0.0;0.0
193800;558.0;191.0;0.0;0.0;71.0;5000;296.9829120544476;35838.018836359515;0.0;0.0
193860;558.0;191.0;0.0;0.0;71.0;-1;296.9829120544476;35857.81769716315;0.0;0.0
193920;558.0;191.0;0.0;0.0;71.0;5000;296.9829120544476;35877.61655796678;0.0;0.0
193980;558.0;191.0;0.0;0.0;71.0;-1;296.9829120544476;35897.41541877041;0.0;0.0
194040;558.0;191.0;0.0;0.0;71.0;5000;296.9829120544476;35917.214279574044;0.0;0.0
194100;558.0;191.0;0.0;0.0;71.0;-1;296.9829120544476;35937.013140377676;0.0;0.0
194160;558.0;191.0;0.0;0.0;71.0;5000;296.9829120544476;35956.81200118131;0.0;0.0
194220;558.0;140.0;0.0;0.0;122.0;-1;296.9829120544476;35976.61086198494;0.0;0.0
194280;558.0;140.0;0.0;0.0;122.0;5000;296.9829120544476;35996.40972278857;0.0;0.0
194340;558.0;140.0;0.0;0.0;122.0;-1;296.9829120544476;36016.208583592204;0.0;0.0
194400;911.0;140.0;0.0;0.0;176.0;5000;595.1450568085077;36036.00744439584;0.0;0.0
194460;911.0;140.0;0.0;0.0;176.0;-1;595.1450568085077;36075.6837815164;0.0;0.0
194520;911.0;140.0;0.0;0.0;176.0;5000;595.1450568085077;36115.36011863697;0.0;0.0
194580;911.0;140.0;0.0;0.0;176.0;-1;595.1450568085077;36155.03645575754;0.0;0.0
194640;911.0;140.0;0.0;0.0;176.0;5000;595.1450568085077;36194.712792878105;0.0;0.0
194700;911.0;140.0;0.0;0.0;176.0;-1;595.1450568085077;36234.38912999867;0.0;0.0
194760;1053.0;140.0;0.0;0.0;81.0;5000;832.2072958157398;36274.06546711924;0.0;0.0
194820;1053.0;140.0;0.0;0.0;81.0;-1;832.2072958157398;36254.54595350695;0.0;0.0
194880;1053.0;140.0;0.0;0.0;81.0;5000;832.2072958157398;36235.02643989467;0.0;0.0
194940;1053.0;140.0;0.0;0.0;81.0;-1;832.2072958157398;36215.50692628238;0.0;0.0
195000;1053.0;140.0;0.0;0.0;81.0;5000;832.2072958157398;36195.987412670096;0.0;0.0
195060;1053.0;140.0;0.0;0.0;81.0;-1;832.2072958157398;36176.46789905781;0.0;0.0
195120;1053.0;140.0;0.0;0.0;81.0;5000;832.2072958157398;36156.948385445525;0.0;0.0
195180;1053.0;140.0;0.0;0.0;81.0;-1;832.2072958157398;36137.42887183324;0.0;0.0
195240;1053.0;140.0;0.0;0.0;81.0;5000;832.2072958157398;36117.90935822095;0.0;0.0
195300;1103.0;140.0;0.0;0.0;165.0;-1;798.412404519074;36098.38984460867;0.0;0.0
195360;1103.0;140.0;0.0;0.0;165.0;5000;798.412404519074;36076.617338243275;0.0;0.0
195420;1103.0;140.0;0.0;0.0;165.0;-1;798.412404519074;36054.84483187788;0.0;0.0
195480;1103.0;140.0;0.0;0.0;165.0;5000;798.412404519074;36033.07232551249;0.0;0.0
195540;1103.0;140.0;0.0;0.0;165.0;-1;798.412404519074;36011.2998191471;0.0;0.0
195600;1103.0;192.0;0.0;0.0;113.0;5000;798.412404519074;35989.527312781705;0.0;0.0
195660;1103.0;192.0;0.0;0.0;113.0;-1;798.412404519074;35967.75480641631;0.0;0.0
195720;1103.0;192.0;0.0;0.0;113.0;5000;798.412404519074;35945.98230005092;0.0;0.0
195780;1103.0;192.0;0.0;0.0;113.0;-1;798.412404519074;35924.20979368553;0.0;0.0
195840;1103.0;192.0;0.0;0.0;113.0;5000;798.412404519074;35902.437287320136;0.0;0.0
195900;1103.0;192.0;0.0;0.0;113.0;-1;798.412404519074;35880.66478095474;0.0;0.0
195960;1103.0;192.0;0.0;0.0;113.0;5000;798.412404519074;35858.89227458935;0.0;0.0
196020;1103.0;192.0;0.0;0.0;113.0;-1;798.412404519074;35837.11976822396;0.0;0.0
196080;1103.0;192.0;0.0;0.0;113.0;5000;798.412404519074;35815.347261858566;0.0;0.0
196140;1103.0;192.0;0.0;0.0;113.0;-1;798.412404519074;35793.57475549317;0.0;0.0
196200;533.0;192.0;0.0;0.0;32.0;5000;309.1299800182736;35771.80224912778;0.0;0.0
196260;533.0;192.0;0.0;0.0;32.0;-1;309.1299800182736;35717.41091446233;0.0;0.0
196320;533.0;192.0;0.0;0.0;32.0;5000;309.1299800182736;35663.01957979688;0.0;0.0
196380;533.0;192.0;0.0;0.0;32.0;-1;309.1299800182736;35608.628245131426;0.0;0.0
196440;533.0;140.0;0.0;0.0;84.0;5000;309.1299800182736;35554.236910465974;0.0;0.0
196500;533.0;140.0;0.0;0.0;84.0;-1;309.1299800182736;35499.84557580052;0.0;0.0
196560;533.0;140.0;0.0;0.0;84.0;5000;309.1299800182736;35445.45424113507;0.0;0.0
196620;533.0;140.0;0.0;0.0;84.0;-1;309.1299800182736;35391.06290646962;0.0;0.0
196680;533.0;140.0;0.0;0.0;84.0;5000;309.1299800182736;35336.67157180417;0.0;0.0
196740;533.0;140.0;0.0;0.0;84.0;-1;309.1299800182736;35282.280237138715;0.0;0.0
196800;533.0;191.0;0.0;0.0;33.0;5000;309.1299800182736;35227.88890247326;0.0;0.0
196860;533.0;191.0;0.0;0.0;33.0;-1;309.1299800182736;35173.49756780781;0.0;0.0
196920;533.0;191.0;0.0;0.0;33.0;5000;309.1299800182736;35119.10623314236;0.0;0.0
196980;533.0;191.0;0.0;0.0;33.0;-1;309.1299800182736;35064.71489847691;0.0;0.0
