time;SmartMeter-House-4: W-power.real.c.ELECTRICITY;Load-House-4: W-power.real.c.ELECTRICITY;WashingMachine-House-4: W-power.real.c.ELECTRICITY;ElectricVehicle-House-4: W-power.real.c.ELECTRICITY;ElectricVehicle-House-4: Wh-energy.soc
9840;1202.0;202.0;1000.0;0.0;10000.0
9900;1202.0;202.0;1000.0;0.0;10000.0
9960;1202.0;202.0;1000.0;0.0;10000.0
10020;1202.0;202.0;1000.0;0.0;10000.0
10080;1202.0;202.0;1000.0;0.0;10000.0
10140;1202.0;202.0;1000.0;0.0;10000.0
10200;1202.0;202.0;1000.0;0.0;10000.0
10260;1096.0;96.0;1000.0;0.0;10000.0
10320;1096.0;96.0;1000.0;0.0;10000.0
10380;1096.0;96.0;1000.0;0.0;10000.0
10440;1096.0;96.0;1000.0;0.0;10000.0
10500;1096.0;96.0;1000.0;0.0;10000.0
10560;1096.0;96.0;1000.0;0.0;10000.0
10620;1096.0;96.0;1000.0;0.0;10000.0
10680;1096.0;96.0;1000.0;0.0;10000.0
10740;1096.0;96.0;1000.0;0.0;10000.0
10800;1096.0;96.0;1000.0;0.0;10000.0
10860;1096.0;96.0;1000.0;0.0;10000.0
10920;1096.0;96.0;1000.0;0.0;10000.0
10980;1096.0;96.0;1000.0;0.0;10000.0
11040;1096.0;96.0;1000.0;0.0;10000.0
11100;1096.0;96.0;1000.0;0.0;10000.0
11160;1096.0;96.0;1000.0;0.0;10000.0
11220;1096.0;96.0;1000.0;0.0;10000.0
11280;1096.0;96.0;1000.0;0.0;10000.0
11340;1096.0;96.0;1000.0;0.0;10000.0
11400;1096.0;96.0;1000.0;0.0;10000.0
11460;1096.0;96.0;1000.0;0.0;10000.0
11520;1096.0;96.0;1000.0;0.0;10000.0
11580;1096.0;96.0;1000.0;0.0;10000.0
11640;1096.0;96.0;1000.0;0.0;10000.0
11700;1096.0;96.0;1000.0;0.0;10000.0
11760;1096.0;96.0;1000.0;0.0;10000.0
11820;1096.0;96.0;1000.0;0.0;10000.0
11880;1096.0;96.0;1000.0;0.0;10000.0
11940;1096.0;96.0;1000.0;0.0;10000.0
12000;1096.0;96.0;1000.0;0.0;10000.0
12060;1096.0;96.0;1000.0;0.0;10000.0
12120;1096.0;96.0;1000.0;0.0;10000.0
12180;1096.0;96.0;1000.0;0.0;10000.0
